GEOID,year,black
01117030213,2010,324.0
01117030214,2010,199.0
01117030215,2010,179.0
01117030216,2010,248.0
01117030217,2010,256.0
01117030303,2010,529.0
01117030304,2010,118.0
01117030305,2010,285.0
01117030306,2010,579.0
01117030314,2010,673.0
01117030315,2010,425.0
01117030316,2010,290.0
01117030317,2010,215.0
01117030319,2010,1311.0
01117030320,2010,213.0
01117030330,2010,442.0
01117030331,2010,73.0
01117030332,2010,223.0
01117030333,2010,320.0
01117030334,2010,298.0
01117030336,2010,690.0
01117030337,2010,42.0
01117030340,2010,546.0
01117030341,2010,130.0
01117030342,2010,103.0
01117030344,2010,323.0
01117030345,2010,0.0
01117030405,2010,359.0
01117030406,2010,866.0
01117030407,2010,421.0
01117030408,2010,945.0
01117030501,2010,968.0
01117030502,2010,131.0
01117030604,2010,769.0
01117030605,2010,817.0
01117030607,2010,816.0
01117030608,2010,275.0
01117030609,2010,629.0
01117030701,2010,159.0
01117030703,2010,952.0
01117030704,2010,143.0
01117030800,2010,93.0
01117030900,2010,0.0
01117980000,2010,0.0
01127020100,2010,748.0
01127020200,2010,114.0
01127020300,2010,304.0
01127020400,2010,825.0
01127020600,2010,103.0
01127020700,2010,53.0
01127020800,2010,280.0
01127020900,2010,0.0
01127021000,2010,42.0
01127021100,2010,256.0
01127021200,2010,0.0
01127021300,2010,120.0
01127021400,2010,270.0
01127021500,2010,336.0
01127021600,2010,242.0
01127021700,2010,275.0
01127021800,2010,60.0
01127021900,2010,54.0
04013010101,2010,0.0
04013010102,2010,0.0
04013030401,2010,0.0
04013030402,2010,0.0
04013040502,2010,69.0
04013040506,2010,0.0
04013040507,2010,14.0
04013040512,2010,0.0
04013040513,2010,0.0
04013040514,2010,46.0
04013040515,2010,37.0
04013040516,2010,24.0
04013040517,2010,0.0
04013040518,2010,101.0
04013040519,2010,32.0
04013040520,2010,295.0
04013040521,2010,231.0
04013040522,2010,35.0
04013040523,2010,8.0
04013040524,2010,0.0
04013040525,2010,55.0
04013040526,2010,36.0
04013040527,2010,101.0
04013040528,2010,37.0
04013040529,2010,62.0
04013040530,2010,43.0
04013040531,2010,40.0
04013050603,2010,95.0
04013050604,2010,224.0
04013050605,2010,171.0
04013050606,2010,269.0
04013050607,2010,826.0
04013050608,2010,585.0
04013050609,2010,274.0
04013050610,2010,602.0
04013050611,2010,24.0
04013050701,2010,119.0
04013050702,2010,274.0
04013060801,2010,77.0
04013060802,2010,113.0
04013060901,2010,925.0
04013060902,2010,254.0
04013060903,2010,400.0
04013060904,2010,11.0
04013061009,2010,404.0
04013061010,2010,49.0
04013061011,2010,807.0
04013061012,2010,590.0
04013061013,2010,618.0
04013061014,2010,742.0
04013061015,2010,1095.0
04013061016,2010,147.0
04013061017,2010,318.0
04013061018,2010,60.0
04013061019,2010,0.0
04013061020,2010,307.0
04013061021,2010,180.0
04013061022,2010,356.0
04013061023,2010,358.0
04013061024,2010,70.0
04013061025,2010,251.0
04013061026,2010,354.0
04013061027,2010,221.0
04013061028,2010,59.0
04013061029,2010,466.0
04013061030,2010,714.0
04013061031,2010,13.0
04013061032,2010,423.0
04013061033,2010,122.0
04013061034,2010,292.0
04013061035,2010,482.0
04013061036,2010,56.0
04013061037,2010,169.0
04013061038,2010,84.0
04013061039,2010,97.0
04013061040,2010,153.0
04013061041,2010,79.0
04013061042,2010,67.0
04013061043,2010,51.0
04013061044,2010,621.0
04013061045,2010,39.0
04013061046,2010,585.0
04013061047,2010,501.0
04013061100,2010,135.0
04013061200,2010,130.0
04013061300,2010,97.0
04013061401,2010,46.0
04013061402,2010,520.0
04013071503,2010,44.0
04013071504,2010,0.0
04013071505,2010,240.0
04013071506,2010,0.0
04013071509,2010,88.0
04013071510,2010,123.0
04013071511,2010,116.0
04013071512,2010,462.0
04013071513,2010,0.0
04013071514,2010,75.0
04013071515,2010,13.0
04013071516,2010,106.0
04013071517,2010,145.0
04013071600,2010,56.0
04013071701,2010,114.0
04013071702,2010,60.0
04013071801,2010,30.0
04013071802,2010,138.0
04013071903,2010,71.0
04013071906,2010,300.0
04013071909,2010,123.0
04013071910,2010,136.0
04013071911,2010,71.0
04013071912,2010,11.0
04013071913,2010,751.0
04013071914,2010,337.0
04013071915,2010,176.0
04013082002,2010,439.0
04013082007,2010,20.0
04013082008,2010,306.0
04013082009,2010,447.0
04013082010,2010,316.0
04013082012,2010,422.0
04013082016,2010,280.0
04013082017,2010,351.0
04013082018,2010,839.0
04013082019,2010,331.0
04013082020,2010,668.0
04013082021,2010,67.0
04013082022,2010,278.0
04013082023,2010,215.0
04013082024,2010,449.0
04013082025,2010,105.0
04013082026,2010,579.0
04013082027,2010,426.0
04013082028,2010,503.0
04013082203,2010,680.0
04013082204,2010,522.0
04013082205,2010,707.0
04013082206,2010,67.0
04013082207,2010,92.0
04013082208,2010,0.0
04013082209,2010,0.0
04013082210,2010,283.0
04013082211,2010,278.0
04013083000,2010,419.0
04013092305,2010,247.0
04013092306,2010,454.0
04013092307,2010,409.0
04013092308,2010,284.0
04013092309,2010,209.0
04013092311,2010,162.0
04013092312,2010,458.0
04013092401,2010,178.0
04013092402,2010,242.0
04013092500,2010,133.0
04013092600,2010,200.0
04013092705,2010,183.0
04013092708,2010,194.0
04013092709,2010,166.0
04013092710,2010,243.0
04013092711,2010,346.0
04013092712,2010,427.0
04013092713,2010,689.0
04013092715,2010,420.0
04013092716,2010,474.0
04013092717,2010,1028.0
04013092718,2010,200.0
04013092719,2010,419.0
04013092720,2010,126.0
04013092721,2010,61.0
04013092723,2010,376.0
04013092724,2010,13.0
04013092801,2010,403.0
04013092802,2010,282.0
04013092900,2010,141.0
04013093001,2010,304.0
04013093002,2010,592.0
04013093101,2010,494.0
04013093104,2010,327.0
04013093105,2010,545.0
04013093106,2010,406.0
04013093200,2010,388.0
04013103205,2010,25.0
04013103206,2010,0.0
04013103207,2010,84.0
04013103208,2010,293.0
04013103209,2010,84.0
04013103210,2010,178.0
04013103211,2010,30.0
04013103212,2010,9.0
04013103214,2010,44.0
04013103215,2010,35.0
04013103216,2010,343.0
04013103217,2010,62.0
04013103219,2010,155.0
04013103220,2010,0.0
04013103302,2010,283.0
04013103303,2010,168.0
04013103304,2010,20.0
04013103305,2010,26.0
04013103306,2010,110.0
04013103400,2010,41.0
04013103501,2010,168.0
04013103502,2010,185.0
04013103604,2010,123.0
04013103605,2010,0.0
04013103606,2010,116.0
04013103607,2010,79.0
04013103608,2010,101.0
04013103609,2010,409.0
04013103611,2010,118.0
04013103612,2010,133.0
04013103614,2010,0.0
04013103615,2010,393.0
04013103701,2010,122.0
04013103702,2010,187.0
04013103900,2010,324.0
04013104000,2010,128.0
04013104100,2010,83.0
04013104202,2010,83.0
04013104203,2010,148.0
04013104204,2010,0.0
04013104205,2010,235.0
04013104206,2010,11.0
04013104207,2010,140.0
04013104212,2010,103.0
04013104214,2010,24.0
04013104215,2010,206.0
04013104216,2010,41.0
04013104217,2010,371.0
04013104218,2010,150.0
04013104219,2010,5.0
04013104221,2010,244.0
04013104222,2010,270.0
04013104223,2010,95.0
04013104224,2010,26.0
04013104225,2010,179.0
04013104226,2010,63.0
04013104227,2010,106.0
04013104301,2010,155.0
04013104302,2010,279.0
04013104401,2010,377.0
04013104402,2010,120.0
04013104501,2010,25.0
04013104502,2010,202.0
04013104600,2010,356.0
04013104701,2010,24.0
04013104702,2010,50.0
04013104801,2010,57.0
04013104802,2010,101.0
04013104900,2010,27.0
04013105002,2010,58.0
04013105003,2010,131.0
04013105004,2010,227.0
04013105101,2010,22.0
04013105102,2010,30.0
04013105103,2010,110.0
04013105200,2010,403.0
04013105300,2010,64.0
04013105400,2010,22.0
04013105501,2010,89.0
04013105502,2010,237.0
04013105503,2010,746.0
04013105601,2010,64.0
04013105602,2010,620.0
04013105701,2010,40.0
04013105702,2010,125.0
04013105800,2010,157.0
04013105900,2010,291.0
04013106001,2010,147.0
04013106002,2010,140.0
04013106003,2010,311.0
04013106100,2010,452.0
04013106200,2010,38.0
04013106300,2010,574.0
04013106400,2010,452.0
04013106501,2010,0.0
04013106502,2010,81.0
04013106600,2010,43.0
04013106701,2010,707.0
04013106702,2010,17.0
04013106703,2010,0.0
04013106801,2010,564.0
04013106802,2010,538.0
04013106900,2010,351.0
04013107000,2010,239.0
04013107101,2010,273.0
04013107102,2010,725.0
04013107201,2010,356.0
04013107202,2010,219.0
04013107300,2010,504.0
04013107400,2010,637.0
04013107500,2010,160.0
04013107601,2010,378.0
04013107602,2010,21.0
04013107700,2010,69.0
04013107800,2010,24.0
04013107900,2010,79.0
04013108000,2010,11.0
04013108100,2010,0.0
04013108200,2010,0.0
04013108301,2010,33.0
04013108302,2010,90.0
04013108400,2010,225.0
04013108501,2010,278.0
04013108502,2010,83.0
04013108601,2010,149.0
04013108602,2010,402.0
04013108802,2010,16.0
04013108901,2010,198.0
04013108902,2010,397.0
04013109001,2010,757.0
04013109002,2010,672.0
04013109003,2010,310.0
04013109101,2010,0.0
04013109102,2010,185.0
04013109200,2010,294.0
04013109300,2010,10.0
04013109400,2010,347.0
04013109500,2010,246.0
04013109601,2010,351.0
04013109602,2010,540.0
04013109603,2010,58.0
04013109604,2010,283.0
04013109701,2010,828.0
04013109702,2010,190.0
04013109703,2010,58.0
04013109704,2010,57.0
04013109705,2010,141.0
04013109801,2010,183.0
04013109802,2010,155.0
04013109900,2010,339.0
04013110001,2010,53.0
04013110002,2010,163.0
04013110100,2010,0.0
04013110400,2010,203.0
04013110501,2010,500.0
04013110502,2010,161.0
04013110600,2010,200.0
04013110701,2010,172.0
04013110702,2010,35.0
04013110801,2010,329.0
04013110802,2010,24.0
04013110901,2010,92.0
04013110902,2010,243.0
04013111000,2010,478.0
04013111100,2010,88.0
04013111201,2010,601.0
04013111202,2010,159.0
04013111203,2010,194.0
04013111204,2010,278.0
04013111300,2010,269.0
04013111401,2010,0.0
04013111402,2010,303.0
04013111501,2010,28.0
04013111502,2010,200.0
04013111601,2010,126.0
04013111602,2010,254.0
04013111700,2010,385.0
04013111800,2010,237.0
04013111900,2010,49.0
04013112100,2010,66.0
04013112201,2010,81.0
04013112202,2010,47.0
04013112301,2010,212.0
04013112302,2010,520.0
04013112401,2010,124.0
04013112402,2010,96.0
04013112502,2010,257.0
04013112503,2010,626.0
04013112504,2010,25.0
04013112505,2010,354.0
04013112507,2010,19.0
04013112508,2010,14.0
04013112509,2010,542.0
04013112510,2010,201.0
04013112511,2010,533.0
04013112512,2010,306.0
04013112513,2010,697.0
04013112514,2010,1016.0
04013112601,2010,151.0
04013112602,2010,0.0
04013112700,2010,165.0
04013112900,2010,180.0
04013113000,2010,66.0
04013113100,2010,254.0
04013113201,2010,20.0
04013113202,2010,493.0
04013113203,2010,59.0
04013113300,2010,186.0
04013113400,2010,163.0
04013113501,2010,398.0
04013113502,2010,254.0
04013113601,2010,445.0
04013113602,2010,85.0
04013113700,2010,1528.0
04013113801,2010,80.0
04013113802,2010,0.0
04013113900,2010,240.0
04013114000,2010,534.0
04013114100,2010,310.0
04013114200,2010,171.0
04013114301,2010,196.0
04013114302,2010,468.0
04013114401,2010,304.0
04013114402,2010,197.0
04013114500,2010,107.0
04013114600,2010,0.0
04013114703,2010,603.0
04013114800,2010,527.0
04013114900,2010,191.0
04013115200,2010,409.0
04013115300,2010,357.0
04013115400,2010,7.0
04013115500,2010,24.0
04013115600,2010,1267.0
04013115700,2010,697.0
04013115801,2010,267.0
04013115802,2010,644.0
04013115900,2010,747.0
04013116000,2010,1865.0
04013116100,2010,827.0
04013116202,2010,579.0
04013116203,2010,565.0
04013116204,2010,733.0
04013116205,2010,629.0
04013116300,2010,1561.0
04013116400,2010,971.0
04013116500,2010,548.0
04013116602,2010,1324.0
04013116603,2010,456.0
04013116604,2010,829.0
04013116605,2010,931.0
04013116606,2010,1481.0
04013116607,2010,203.0
04013116608,2010,531.0
04013116609,2010,379.0
04013116610,2010,638.0
04013116611,2010,147.0
04013116612,2010,671.0
04013116613,2010,492.0
04013116702,2010,850.0
04013116703,2010,747.0
04013116704,2010,1549.0
04013116707,2010,26.0
04013116708,2010,414.0
04013116709,2010,129.0
04013116710,2010,116.0
04013116711,2010,313.0
04013116712,2010,1110.0
04013116713,2010,249.0
04013116714,2010,152.0
04013116715,2010,212.0
04013116717,2010,316.0
04013116718,2010,301.0
04013116719,2010,168.0
04013116720,2010,393.0
04013116721,2010,225.0
04013116725,2010,304.0
04013116727,2010,165.0
04013116728,2010,58.0
04013116729,2010,33.0
04013116730,2010,124.0
04013116731,2010,43.0
04013116732,2010,341.0
04013116733,2010,170.0
04013116800,2010,24.0
04013116900,2010,70.0
04013117000,2010,509.0
04013117100,2010,358.0
04013117200,2010,0.0
04013117300,2010,151.0
04013216806,2010,0.0
04013216807,2010,0.0
04013216809,2010,76.0
04013216810,2010,176.0
04013216813,2010,0.0
04013216816,2010,0.0
04013216818,2010,19.0
04013216819,2010,0.0
04013216820,2010,0.0
04013216821,2010,22.0
04013216822,2010,52.0
04013216826,2010,37.0
04013216829,2010,49.0
04013216830,2010,131.0
04013216831,2010,0.0
04013216832,2010,15.0
04013216833,2010,22.0
04013216834,2010,0.0
04013216835,2010,0.0
04013216836,2010,34.0
04013216837,2010,176.0
04013216838,2010,80.0
04013216839,2010,13.0
04013216840,2010,31.0
04013216841,2010,43.0
04013216842,2010,17.0
04013216843,2010,76.0
04013216844,2010,45.0
04013216845,2010,119.0
04013216846,2010,82.0
04013216847,2010,36.0
04013216848,2010,79.0
04013216849,2010,26.0
04013216850,2010,208.0
04013216851,2010,0.0
04013216852,2010,65.0
04013216853,2010,60.0
04013216901,2010,0.0
04013216902,2010,14.0
04013217001,2010,13.0
04013217002,2010,73.0
04013217101,2010,8.0
04013217102,2010,43.0
04013217201,2010,84.0
04013217203,2010,0.0
04013217204,2010,74.0
04013217300,2010,114.0
04013217400,2010,49.0
04013217501,2010,56.0
04013217502,2010,9.0
04013217600,2010,0.0
04013217700,2010,79.0
04013217800,2010,86.0
04013217900,2010,396.0
04013218000,2010,218.0
04013218100,2010,0.0
04013218200,2010,34.0
04013218300,2010,128.0
04013318400,2010,221.0
04013318501,2010,18.0
04013318700,2010,178.0
04013318800,2010,549.0
04013318900,2010,262.0
04013319000,2010,104.0
04013319101,2010,119.0
04013319103,2010,132.0
04013319104,2010,133.0
04013319201,2010,275.0
04013319202,2010,101.0
04013319300,2010,26.0
04013319401,2010,439.0
04013319402,2010,87.0
04013319403,2010,295.0
04013319404,2010,67.0
04013319500,2010,89.0
04013319600,2010,122.0
04013319703,2010,265.0
04013319704,2010,88.0
04013319705,2010,181.0
04013319706,2010,93.0
04013319800,2010,602.0
04013319902,2010,128.0
04013319903,2010,592.0
04013319904,2010,129.0
04013319905,2010,68.0
04013319906,2010,40.0
04013319907,2010,34.0
04013319908,2010,185.0
04013319909,2010,123.0
04013319910,2010,14.0
04013320001,2010,1014.0
04013320002,2010,10.0
04013320007,2010,248.0
04013320100,2010,0.0
04013420104,2010,34.0
04013420105,2010,23.0
04013420107,2010,161.0
04013420108,2010,0.0
04013420109,2010,15.0
04013420110,2010,75.0
04013420111,2010,0.0
04013420112,2010,74.0
04013420113,2010,169.0
04013420114,2010,26.0
04013420115,2010,0.0
04013420116,2010,19.0
04013420202,2010,95.0
04013420206,2010,143.0
04013420207,2010,10.0
04013420208,2010,0.0
04013420209,2010,0.0
04013420210,2010,245.0
04013420211,2010,0.0
04013420212,2010,183.0
04013420213,2010,0.0
04013420214,2010,263.0
04013420215,2010,0.0
04013420216,2010,119.0
04013420301,2010,0.0
04013420302,2010,107.0
04013420303,2010,30.0
04013420304,2010,0.0
04013420401,2010,0.0
04013420402,2010,0.0
04013420501,2010,84.0
04013420503,2010,220.0
04013420504,2010,39.0
04013420602,2010,649.0
04013420603,2010,35.0
04013420604,2010,12.0
04013420704,2010,67.0
04013420705,2010,110.0
04013420706,2010,59.0
04013420707,2010,0.0
04013420708,2010,104.0
04013420709,2010,26.0
04013420710,2010,0.0
04013420800,2010,8.0
04013420901,2010,62.0
04013420902,2010,0.0
04013421001,2010,212.0
04013421002,2010,299.0
04013421101,2010,112.0
04013421102,2010,31.0
04013421201,2010,145.0
04013421202,2010,189.0
04013421302,2010,82.0
04013421303,2010,368.0
04013421304,2010,293.0
04013421400,2010,175.0
04013421501,2010,17.0
04013421502,2010,32.0
04013421601,2010,48.0
04013421602,2010,43.0
04013421701,2010,89.0
04013421702,2010,0.0
04013421801,2010,135.0
04013421802,2010,0.0
04013421901,2010,14.0
04013421902,2010,89.0
04013422001,2010,0.0
04013422002,2010,76.0
04013422102,2010,99.0
04013422103,2010,265.0
04013422104,2010,753.0
04013422105,2010,77.0
04013422106,2010,593.0
04013422107,2010,260.0
04013422203,2010,367.0
04013422204,2010,96.0
04013422205,2010,0.0
04013422209,2010,617.0
04013422210,2010,513.0
04013422211,2010,47.0
04013422212,2010,124.0
04013422213,2010,98.0
04013422215,2010,109.0
04013422216,2010,87.0
04013422217,2010,198.0
04013422218,2010,161.0
04013422219,2010,201.0
04013422220,2010,158.0
04013422221,2010,89.0
04013422222,2010,128.0
04013422301,2010,68.0
04013422302,2010,115.0
04013422304,2010,257.0
04013422305,2010,90.0
04013422307,2010,169.0
04013422308,2010,146.0
04013422309,2010,150.0
04013422401,2010,150.0
04013422402,2010,171.0
04013422403,2010,374.0
04013422404,2010,99.0
04013422501,2010,13.0
04013422502,2010,17.0
04013422503,2010,274.0
04013422504,2010,91.0
04013422506,2010,100.0
04013422507,2010,52.0
04013422508,2010,19.0
04013422509,2010,113.0
04013422510,2010,148.0
04013422511,2010,303.0
04013422512,2010,282.0
04013422513,2010,105.0
04013422514,2010,84.0
04013422606,2010,54.0
04013422607,2010,70.0
04013422609,2010,0.0
04013422610,2010,37.0
04013422615,2010,170.0
04013422616,2010,88.0
04013422617,2010,203.0
04013422618,2010,0.0
04013422620,2010,36.0
04013422621,2010,251.0
04013422622,2010,45.0
04013422623,2010,77.0
04013422624,2010,0.0
04013422625,2010,97.0
04013422626,2010,0.0
04013422627,2010,0.0
04013422628,2010,79.0
04013422629,2010,31.0
04013422630,2010,0.0
04013422631,2010,260.0
04013422632,2010,0.0
04013422633,2010,27.0
04013422634,2010,33.0
04013422635,2010,0.0
04013422636,2010,68.0
04013422637,2010,10.0
04013422638,2010,86.0
04013422639,2010,0.0
04013422640,2010,201.0
04013422641,2010,171.0
04013422642,2010,397.0
04013422643,2010,134.0
04013422644,2010,283.0
04013422646,2010,237.0
04013522800,2010,223.0
04013522901,2010,316.0
04013522903,2010,105.0
04013522904,2010,246.0
04013523002,2010,341.0
04013523003,2010,211.0
04013523005,2010,309.0
04013523006,2010,343.0
04013523102,2010,352.0
04013523103,2010,798.0
04013523104,2010,442.0
04013610000,2010,349.0
04013610100,2010,0.0
04013610200,2010,369.0
04013610300,2010,189.0
04013610400,2010,125.0
04013610500,2010,31.0
04013610600,2010,124.0
04013610700,2010,64.0
04013610800,2010,14.0
04013610900,2010,126.0
04013611000,2010,0.0
04013611100,2010,0.0
04013611200,2010,35.0
04013611300,2010,20.0
04013611400,2010,175.0
04013611500,2010,140.0
04013611600,2010,0.0
04013611700,2010,240.0
04013611800,2010,3.0
04013611900,2010,38.0
04013612000,2010,17.0
04013612200,2010,0.0
04013612300,2010,199.0
04013612400,2010,33.0
04013612500,2010,64.0
04013612600,2010,0.0
04013612700,2010,17.0
04013612800,2010,25.0
04013612900,2010,20.0
04013613000,2010,0.0
04013613100,2010,18.0
04013613200,2010,0.0
04013613300,2010,356.0
04013613400,2010,112.0
04013613500,2010,242.0
04013613600,2010,0.0
04013613700,2010,75.0
04013613800,2010,14.0
04013613900,2010,106.0
04013614000,2010,12.0
04013614100,2010,263.0
04013614200,2010,155.0
04013614300,2010,16.0
04013614400,2010,23.0
04013614500,2010,27.0
04013614600,2010,318.0
04013614700,2010,93.0
04013614800,2010,38.0
04013614900,2010,35.0
04013615000,2010,123.0
04013615100,2010,0.0
04013615200,2010,49.0
04013615300,2010,57.0
04013615400,2010,6.0
04013615500,2010,67.0
04013615600,2010,88.0
04013615700,2010,149.0
04013615800,2010,79.0
04013615900,2010,110.0
04013616000,2010,19.0
04013616100,2010,170.0
04013616200,2010,132.0
04013616300,2010,23.0
04013616400,2010,483.0
04013616500,2010,268.0
04013616600,2010,15.0
04013616700,2010,550.0
04013616800,2010,74.0
04013616900,2010,89.0
04013617000,2010,0.0
04013617100,2010,17.0
04013617200,2010,0.0
04013617300,2010,280.0
04013617400,2010,296.0
04013617500,2010,61.0
04013617600,2010,62.0
04013617700,2010,59.0
04013617800,2010,13.0
04013617900,2010,0.0
04013618000,2010,60.0
04013618100,2010,0.0
04013618200,2010,239.0
04013618300,2010,117.0
04013618400,2010,29.0
04013618500,2010,256.0
04013618600,2010,89.0
04013618700,2010,0.0
04013618800,2010,101.0
04013618900,2010,313.0
04013619000,2010,70.0
04013619100,2010,215.0
04013619200,2010,483.0
04013619300,2010,48.0
04013619400,2010,215.0
04013619500,2010,94.0
04013619600,2010,0.0
04013619700,2010,0.0
04013619800,2010,38.0
04013619900,2010,80.0
04013723303,2010,32.0
04013723304,2010,15.0
04013723305,2010,3.0
04013723306,2010,245.0
04013723307,2010,71.0
04013723308,2010,232.0
04013810000,2010,0.0
04013810100,2010,15.0
04013810200,2010,55.0
04013810300,2010,51.0
04013810400,2010,350.0
04013810500,2010,199.0
04013810600,2010,364.0
04013810700,2010,470.0
04013810800,2010,159.0
04013810900,2010,41.0
04013811000,2010,160.0
04013811100,2010,126.0
04013811200,2010,93.0
04013811300,2010,205.0
04013811400,2010,198.0
04013811500,2010,201.0
04013811600,2010,171.0
04013811700,2010,35.0
04013811800,2010,92.0
04013811900,2010,201.0
04013812000,2010,271.0
04013812100,2010,212.0
04013812200,2010,19.0
04013812300,2010,142.0
04013812400,2010,40.0
04013812500,2010,0.0
04013812600,2010,315.0
04013812700,2010,358.0
04013812800,2010,46.0
04013812900,2010,71.0
04013813000,2010,56.0
04013813100,2010,139.0
04013813200,2010,111.0
04013813300,2010,103.0
04013813400,2010,106.0
04013813500,2010,32.0
04013813600,2010,13.0
04013813700,2010,12.0
04013813800,2010,23.0
04013813900,2010,115.0
04013814000,2010,32.0
04013814100,2010,246.0
04013814200,2010,219.0
04013814300,2010,180.0
04013814400,2010,100.0
04013814500,2010,326.0
04013814600,2010,337.0
04013814700,2010,150.0
