GEOID,year,latino
04013117200,2010,1685.0
04013117300,2010,986.0
04013216806,2010,72.0
04013216807,2010,397.0
04013216809,2010,134.0
04013216810,2010,25.0
04013216813,2010,100.0
04013216816,2010,484.0
04013216818,2010,191.0
04013216819,2010,300.0
04013216820,2010,149.0
04013216821,2010,283.0
04013216822,2010,140.0
04013216826,2010,184.0
04013216829,2010,120.0
04013216830,2010,203.0
04013216831,2010,192.0
04013216832,2010,52.0
04013216833,2010,124.0
04013216834,2010,48.0
04013216835,2010,94.0
04013216836,2010,424.0
04013216837,2010,381.0
04013216838,2010,136.0
04013216839,2010,112.0
04013216840,2010,103.0
04013216841,2010,245.0
04013216842,2010,67.0
04013216843,2010,85.0
04013216844,2010,165.0
04013216845,2010,98.0
04013216846,2010,189.0
04013216847,2010,253.0
04013216848,2010,167.0
04013216849,2010,165.0
04013216850,2010,258.0
04013216851,2010,85.0
04013216852,2010,344.0
04013216853,2010,199.0
04013216901,2010,136.0
04013216902,2010,251.0
04013217001,2010,333.0
04013217002,2010,534.0
04013217101,2010,177.0
04013217102,2010,160.0
04013217201,2010,132.0
04013217203,2010,400.0
04013217204,2010,360.0
04013217300,2010,124.0
04013217400,2010,231.0
04013217501,2010,2282.0
04013217502,2010,262.0
04013217600,2010,1173.0
04013217700,2010,420.0
04013217800,2010,1087.0
04013217900,2010,635.0
04013218000,2010,1188.0
04013218100,2010,481.0
04013218200,2010,1911.0
04013218300,2010,501.0
04013318400,2010,1181.0
04013318501,2010,518.0
04013318700,2010,939.0
04013318800,2010,1543.0
04013318900,2010,1575.0
04013319000,2010,501.0
04013319101,2010,507.0
04013319103,2010,1241.0
04013319104,2010,1364.0
04013319201,2010,1519.0
04013319202,2010,676.0
04013319300,2010,953.0
04013319401,2010,1111.0
04013319402,2010,668.0
04013319403,2010,708.0
04013319404,2010,760.0
04013319500,2010,507.0
04013319600,2010,812.0
04013319703,2010,1008.0
04013319704,2010,819.0
04013319705,2010,879.0
04013319706,2010,2094.0
04013319800,2010,1861.0
04013319902,2010,512.0
04013319903,2010,805.0
04013319904,2010,812.0
04013319905,2010,777.0
04013319906,2010,240.0
04013319907,2010,189.0
04013319908,2010,513.0
04013319909,2010,278.0
04013319910,2010,842.0
04013320001,2010,1362.0
04013320002,2010,3868.0
04013320007,2010,2122.0
04013320100,2010,193.0
04013420104,2010,703.0
04013420105,2010,509.0
04013420107,2010,346.0
04013420108,2010,22.0
04013420109,2010,132.0
04013420110,2010,475.0
04013420111,2010,949.0
04013420112,2010,779.0
04013420113,2010,836.0
04013420114,2010,1073.0
04013420115,2010,765.0
04013420116,2010,237.0
04013420202,2010,539.0
04013420206,2010,112.0
04013420207,2010,60.0
04013420208,2010,1198.0
04013420209,2010,254.0
04013420210,2010,494.0
04013420211,2010,718.0
04013420212,2010,194.0
04013420213,2010,42.0
04013420214,2010,870.0
04013420215,2010,405.0
04013420216,2010,244.0
04013420301,2010,52.0
04013420302,2010,211.0
04013420303,2010,640.0
04013420304,2010,36.0
04013420401,2010,1529.0
04013420402,2010,127.0
04013420501,2010,2556.0
04013420503,2010,416.0
04013420504,2010,464.0
04013420602,2010,734.0
04013420603,2010,326.0
04013420604,2010,448.0
04013420704,2010,841.0
04013420705,2010,295.0
