GEOID,year,white
04013615900,2010,3342.0
04013616000,2010,1390.0
04013616100,2010,2877.0
04013616200,2010,2534.0
04013616300,2010,1314.0
04013616400,2010,3798.0
04013616500,2010,2367.0
04013616600,2010,4761.0
04013616700,2010,3738.0
04013616800,2010,4810.0
04013616900,2010,3405.0
04013617000,2010,4479.0
04013617100,2010,1968.0
04013617200,2010,2263.0
04013617300,2010,2119.0
04013617400,2010,5556.0
04013617500,2010,2759.0
04013617600,2010,4525.0
04013617700,2010,2126.0
04013617800,2010,2344.0
04013617900,2010,2470.0
04013618000,2010,3664.0
04013618100,2010,4024.0
04013618200,2010,3260.0
04013618300,2010,2450.0
04013618400,2010,2989.0
04013618500,2010,2615.0
04013618600,2010,2624.0
04013618700,2010,2174.0
04013618800,2010,2486.0
