id,year,bus
62,2009,10292248
62,2010,8979937
62,2011,8557903
62,2012,7978474
62,2013,7980463
62,2014,8692741
62,2015,8935227
62,2016,9190047
62,2017,9303686
63,1991,9619935
63,1992,9937767
63,1993,10005060
63,1994,12077931
63,1995,11472818
63,1996,11901316
63,1997,13192726
63,1998,13007411
63,1999,13531889
63,2000,13556966
63,2001,13483704
63,2002,12978585
63,2003,13265299
63,2004,13992713
63,2005,12245514
63,2006,12409416
63,2007,13307473
63,2008,14985277
63,2009,14251163
63,2010,14008691
63,2011,12147907
63,2012,10580268
63,2013,10349186
63,2014,10231241
63,2015,9104337
63,2016,8588447
63,2017,8543157
64,1991,1775577
64,1992,1839419
64,1993,1910627
64,1994,2009267
64,1995,1735118
64,1996,1598187
64,1997,1459291
64,1998,1462340
64,1999,1381854
64,2000,1493189
64,2001,1559394
64,2002,1513054
64,2003,1924034
64,2004,1927339
64,2005,1957478
64,2006,2112866
64,2007,2228193
64,2008,2517200
64,2009,2495005
64,2010,2289587
64,2011,2334798
64,2012,2285985
64,2013,2004062
64,2014,1971113
64,2015,1944871
64,2016,1948785
64,2017,1929514
65,1991,35216926
65,1992,35406065
65,1993,35156010
65,1994,35382499
65,1995,34833566
65,1996,37951012
65,1997,39418128
65,1998,40374604
65,1999,42134453
65,2000,42780453
65,2001,41832056
65,2002,40540812
65,2003,32801554
65,2004,25545374
65,2005,24425116
65,2006,24889685
65,2007,46597096
65,2008,48964787
65,2009,50904546
65,2010,48479426
65,2011,49455190
65,2012,52106459
65,2013,51894966
65,2014,51630106
65,2015,54243654
65,2016,52190298
65,2017,49919496
66,1991,10893689
66,1992,10302580
66,1993,10353275
66,1994,10546256
66,1995,10780580
66,1996,10822506
66,1997,11043967
66,1998,11246332
66,1999,11128134
66,2000,11197183
66,2001,10905922
66,2002,10456518
66,2003,10177885
66,2004,10330762
66,2005,10104823
66,2006,10161233
66,2007,10160477
66,2008,9744558
66,2009,8747458
66,2010,7825176
66,2011,7722646
66,2012,7905588
66,2013,8347213
66,2014,8135330
66,2015,8030008
66,2016,7558076
66,2017,6740871
67,1991,7496540
67,1992,10090022
67,1993,10094063
67,1994,6908387
67,1995,8705773
67,1996,10054051
67,1997,12716917
67,1998,17561917
67,1999,7780054
67,2000,6806489
67,2001,0
67,2002,0
67,2003,0
67,2004,0
67,2005,0
67,2006,0
67,2007,0
67,2008,0
67,2009,0
67,2010,0
67,2011,0
67,2012,0
67,2013,0
67,2014,0
67,2015,0
67,2016,0
67,2017,0
68,1991,65376748
68,1992,66303403
68,1993,66598023
68,1994,65562037
68,1995,61109874
68,1996,61905288
68,1997,62065357
68,1998,66048771
68,1999,71874147
68,2000,73477709
68,2001,73347859
68,2002,69589375
68,2003,67235776
68,2004,53962653
68,2005,61797145
68,2006,64398737
68,2007,67865688
68,2008,71614054
68,2009,66401218
68,2010,66882361
68,2011,69782602
68,2012,69854994
68,2013,70418593
68,2014,67814306
68,2015,62106090
68,2016,58949823
68,2017,57322632
69,1991,0
69,1992,0
69,1993,0
69,1994,0
69,1995,0
69,1996,0
69,1997,0
69,1998,0
69,1999,3964624
69,2000,4248996
69,2001,3402611
69,2002,3653830
69,2003,4091227
69,2004,8429462
69,2005,9306149
69,2006,9896878
69,2007,9820923
69,2008,10796223
69,2009,11180194
69,2010,11553087
69,2011,10855424
69,2012,10572240
69,2013,11300249
69,2014,10498348
69,2015,10208717
69,2016,10660655
69,2017,10777228
70,1991,8338543
70,1992,8323705
70,1993,9427128
70,1994,9896649
70,1995,10036600
70,1996,7603839
70,1997,7915236
70,1998,9111206
70,1999,9315374
70,2000,9219738
70,2001,9761011
70,2002,9390575
70,2003,9689108
70,2004,10338138
70,2005,11606920
70,2006,12434557
70,2007,12771305
70,2008,13538862
70,2009,13631171
70,2010,13167318
70,2011,14562656
70,2012,14314610
70,2013,14732525
70,2014,15057033
70,2015,15003289
70,2016,14081260
70,2017,12901178
71,1991,10805161
71,1992,9413741
71,1993,8802843
71,1994,8083590
71,1995,8042042
71,1996,7881324
71,1997,8004295
71,1998,8836915
71,1999,9279603
71,2000,9360135
71,2001,9372832
71,2002,10118769
71,2003,9487531
71,2004,9701063
71,2005,10204222
71,2006,11141685
71,2007,11407445
71,2008,12613937
71,2009,11953082
71,2010,12811835
71,2011,12798221
71,2012,13713027
71,2013,14150506
71,2014,14184320
71,2015,14578488
71,2016,12635319
71,2017,11591012
72,1991,0
72,1992,0
72,1993,0
72,1994,0
72,1995,0
72,1996,0
72,1997,26838
72,1998,48031
72,1999,58175
72,2000,136142
72,2001,271833
72,2002,376308
72,2003,463409
72,2004,550001
72,2005,740918
72,2006,860645
72,2007,961362
72,2008,1052630
72,2009,926076
72,2010,779606
72,2011,845177
72,2012,956591
72,2013,1003572
72,2014,959855
72,2015,868242
72,2016,1244465
72,2017,1305009
73,1991,56587316
73,1992,58865608
73,1993,60179954
73,1994,61476822
73,1995,62764910
73,1996,65378977
73,1997,66342984
73,1998,59818013
73,1999,62734296
73,2000,70041406
73,2001,70466713
73,2002,69681281
73,2003,67107872
73,2004,71338116
73,2005,74682795
73,2006,74022977
73,2007,73966662
73,2008,78522347
73,2009,77222047
73,2010,76168180
73,2011,75954767
73,2012,76716999
73,2013,76348670
73,2014,76657870
73,2015,75502787
73,2016,73252352
73,2017,65266321
74,1991,0
74,1992,0
74,1993,0
74,1994,0
74,1995,0
74,1996,0
74,1997,0
74,1998,0
74,1999,0
74,2000,0
74,2001,0
74,2002,0
74,2003,0
74,2004,0
74,2005,0
74,2006,0
74,2007,0
74,2008,0
74,2009,0
74,2010,0
74,2011,0
74,2012,0
74,2013,0
74,2014,0
74,2015,0
74,2016,0
74,2017,0
75,1991,94005363
75,1992,89072647
75,1993,86063401
75,1994,85134019
75,1995,86974194
75,1996,78160177
75,1997,78997796
75,1998,81327989
75,1999,79493649
75,2000,86947873
75,2001,83150701
75,2002,86061330
75,2003,84238062
75,2004,86818827
75,2005,77805773
75,2006,79879751
75,2007,80186666
75,2008,86561232
75,2009,91805422
75,2010,73171987
75,2011,76617093
75,2012,77865314
75,2013,72403789
75,2014,79797243
75,2015,82900098
75,2016,79547350
75,2017,73804198
76,1991,705341
76,1992,674748
76,1993,621088
76,1994,505052
76,1995,414164
76,1996,478544
76,1997,604380
76,1998,892014
76,1999,955512
76,2000,1066013
76,2001,1522220
76,2002,1626306
76,2003,1902300
76,2004,2084137
76,2005,2204902
76,2006,2224617
76,2007,2294654
76,2008,2372249
76,2009,2431890
76,2010,2386376
76,2011,1932153
76,2012,1582495
76,2013,1759569
76,2014,1810986
76,2015,1667282
76,2016,4817372
76,2017,4185997
77,1991,46578442
77,1992,42584868
77,1993,40485809
77,1994,39912552
77,1995,38680630
77,1996,37607202
77,1997,38427490
77,1998,39566282
77,1999,38198287
77,2000,37535636
77,2001,36202222
77,2002,32293126
77,2003,30601497
77,2004,30325056
77,2005,30113778
77,2006,32467710
77,2007,31543299
77,2008,33279904
77,2009,32653904
77,2010,24197024
77,2011,26193836
77,2012,29120470
77,2013,29405442
77,2014,30086501
77,2015,29426186
77,2016,27701279
77,2017,25529305
78,1991,0
78,1992,0
78,1993,913104
78,1994,1045388
78,1995,1064360
78,1996,1082173
78,1997,1243351
78,1998,1494507
78,1999,1695694
78,2000,1763748
78,2001,1837119
78,2002,1812900
78,2003,1771706
78,2004,1818718
78,2005,1885577
78,2006,2063507
78,2007,2050494
78,2008,2105480
78,2009,2265542
78,2010,2061241
78,2011,2153701
78,2012,2490035
78,2013,2532600
78,2014,2643519
78,2015,2643151
78,2016,2491870
78,2017,2244109
79,1991,6721216
79,1992,6588942
79,1993,6739678
79,1994,7215679
79,1995,8233529
79,1996,9765121
79,1997,10462979
79,1998,13212383
79,1999,14629878
79,2000,14545073
79,2001,15468055
79,2002,16643056
79,2003,16264735
79,2004,15723351
79,2005,15038153
79,2006,14975137
79,2007,14998838
79,2008,14377971
79,2009,15010345
79,2010,14306566
79,2011,14585657
79,2012,15673759
79,2013,15655099
79,2014,15119122
79,2015,13922152
79,2016,12379517
79,2017,11220253
80,1991,4068693
80,1992,4241077
80,1993,4639268
80,1994,5174242
80,1995,5322161
80,1996,6058697
80,1997,6200599
80,1998,6656824
80,1999,6960491
80,2000,6945884
80,2001,6601976
80,2002,6878482
80,2003,6925559
80,2004,7362203
80,2005,7139831
80,2006,6631308
80,2007,6817408
80,2008,7101580
80,2009,7965801
80,2010,7595621
80,2011,7762130
80,2012,8420303
80,2013,8849812
80,2014,9161851
80,2015,9233629
80,2016,8812145
80,2017,8315598
81,1991,0
81,1992,0
81,1993,0
81,1994,0
81,1995,0
81,1996,0
81,1997,0
81,1998,0
81,1999,0
81,2000,0
81,2001,13560
81,2002,43381
81,2003,102777
81,2004,142062
81,2005,162423
81,2006,146983
81,2007,150937
81,2008,163159
81,2009,165505
81,2010,165104
81,2011,152568
81,2012,153783
81,2013,163054
81,2014,169745
81,2015,168303
81,2016,152728
81,2017,132469
82,1991,9859932
82,1992,10702174
82,1993,1461828
82,1994,0
82,1995,0
82,1996,0
82,1997,0
82,1998,0
82,1999,0
82,2000,0
82,2001,49559750
82,2002,51379647
82,2003,47175892
82,2004,50581166
82,2005,52810964
82,2006,59876800
82,2007,62839475
82,2008,65196116
82,2009,66100239
82,2010,56382288
82,2011,55476967
82,2012,59699065
82,2013,60337002
82,2014,59730037
82,2015,65626524
82,2016,66073485
82,2017,64229792
83,1991,0
83,1992,0
83,1993,0
83,1994,0
83,1995,0
83,1996,0
83,1997,0
83,1998,0
83,1999,0
83,2000,0
83,2001,0
83,2002,0
83,2003,0
83,2004,0
83,2005,0
83,2006,0
83,2007,0
83,2008,0
83,2009,0
83,2010,0
83,2011,0
83,2012,0
83,2013,0
83,2014,0
83,2015,0
83,2016,0
83,2017,0
84,1991,51246088
84,1992,53316365
84,1993,52484639
84,1994,54792664
84,1995,56216974
84,1996,60696022
84,1997,60260035
84,1998,67072805
84,1999,58926058
84,2000,61818756
84,2001,65427872
84,2002,71120321
84,2003,66434912
84,2004,65938456
84,2005,68764832
84,2006,65933541
84,2007,63430058
84,2008,64114973
84,2009,68033035
84,2010,60508249
84,2011,58248403
84,2012,59509235
84,2013,58662016
84,2014,59749842
84,2015,62114041
84,2016,59982440
84,2017,57837802
85,1991,0
85,1992,0
85,1993,0
85,1994,0
85,1995,0
85,1996,0
85,1997,0
85,1998,0
85,1999,0
85,2000,0
85,2001,0
85,2002,0
85,2003,0
85,2004,0
85,2005,0
85,2006,0
85,2007,0
85,2008,0
85,2009,0
85,2010,0
85,2011,0
85,2012,0
85,2013,0
85,2014,0
85,2015,0
85,2016,0
85,2017,0
86,1991,3645916
86,1992,3637600
86,1993,4255417
86,1994,4806285
86,1995,5153190
86,1996,5985456
86,1997,6658550
86,1998,7208587
86,1999,7750095
86,2000,6564961
86,2001,5954946
86,2002,6215424
86,2003,6669074
86,2004,6804572
86,2005,5614951
86,2006,5436022
86,2007,5506506
86,2008,6984933
86,2009,6201190
86,2010,6317040
86,2011,6723798
86,2012,6614724
86,2013,6193249
86,2014,6061350
86,2015,5856838
86,2016,5622099
86,2017,5726870
87,1991,0
87,1992,0
87,1993,0
87,1994,0
87,1995,0
87,1996,0
87,1997,0
87,1998,0
87,1999,0
87,2000,0
87,2001,0
87,2002,190799
87,2003,201420
87,2004,226677
87,2005,247726
87,2006,279783
87,2007,265369
87,2008,275357
87,2009,294866
87,2010,289475
87,2011,326087
87,2012,352032
87,2013,332420
87,2014,356700
87,2015,325921
87,2016,288019
87,2017,390738
88,1991,54476299
88,1992,47471978
88,1993,42962810
88,1994,48748558
88,1995,46577792
88,1996,50736667
88,1997,53453162
88,1998,53430842
88,1999,55664526
88,2000,51591504
88,2001,47100582
88,2002,45157626
88,2003,48768342
88,2004,47631186
88,2005,54533491
88,2006,57795954
88,2007,49195637
88,2008,45253694
88,2009,38214394
88,2010,35895427
88,2011,37198763
88,2012,38487169
88,2013,39180481
88,2014,39511360
88,2015,37271970
88,2016,34766080
88,2017,30931712
89,1991,169589
89,1992,187573
89,1993,213867
89,1994,227269
89,1995,243253
89,1996,277220
89,1997,326649
89,1998,424172
89,1999,519414
89,2000,553050
89,2001,579536
89,2002,572382
89,2003,563785
89,2004,614303
89,2005,661603
89,2006,634184
89,2007,616656
89,2008,647260
89,2009,533433
89,2010,459318
89,2011,491298
89,2012,552429
89,2013,523201
89,2014,514683
89,2015,494559
89,2016,490030
89,2017,501067
90,1991,43774585
90,1992,45621795
90,1993,43666032
90,1994,46345082
90,1995,47306437
90,1996,37729406
90,1997,38015032
90,1998,41059704
90,1999,44001571
90,2000,44415308
90,2001,45952673
90,2002,44142618
90,2003,39270650
90,2004,42213098
90,2005,39697208
90,2006,41592568
90,2007,40569970
90,2008,47129481
90,2009,43296328
90,2010,41323057
90,2011,44157535
90,2012,49322843
90,2013,45484426
90,2014,42537478
90,2015,38067079
90,2016,37773828
90,2017,35623799
91,1991,0
91,1992,0
91,1993,0
91,1994,0
91,1995,0
91,1996,0
91,1997,0
91,1998,0
91,1999,0
91,2000,0
91,2001,0
91,2002,0
91,2003,0
91,2004,0
91,2005,0
91,2006,0
91,2007,0
91,2008,0
91,2009,0
91,2010,0
91,2011,0
91,2012,0
91,2013,0
91,2014,0
91,2015,0
91,2016,0
91,2017,0
92,1991,73573385
92,1992,65632509
92,1993,67330743
92,1994,64811124
92,1995,64357300
92,1996,64107305
92,1997,63583194
92,1998,64646890
92,1999,65916191
92,2000,66553980
92,2001,66022059
92,2002,65056626
92,2003,59988122
92,2004,58297773
92,2005,59106947
92,2006,59955660
92,2007,60310697
92,2008,57732981
92,2009,58485434
92,2010,56367910
92,2011,54078553
92,2012,55704706
92,2013,53088096
92,2014,53401947
92,2015,54843567
92,2016,53671684
92,2017,53389294
93,1991,670329
93,1992,680944
93,1993,709914
93,1994,683943
93,1995,691681
93,1996,659244
93,1997,645269
93,1998,603013
93,1999,588716
93,2000,700204
93,2001,724743
93,2002,706270
93,2003,756431
93,2004,809553
93,2005,866598
93,2006,972515
93,2007,1038283
93,2008,1161386
93,2009,1267014
93,2010,1288285
93,2011,1389385
93,2012,1530200
93,2013,1490803
93,2014,1442334
93,2015,1456594
93,2016,1488323
93,2017,1408854
94,1991,16133088
94,1992,15803875
94,1993,14519401
94,1994,15974827
94,1995,16024587
94,1996,17147987
94,1997,18431474
94,1998,19682218
94,1999,20085716
94,2000,19493371
94,2001,19115291
94,2002,18068907
94,2003,19756481
94,2004,19446782
94,2005,18929374
94,2006,16777640
94,2007,17461487
94,2008,17465817
94,2009,17735397
94,2010,17579268
94,2011,13617462
94,2012,13145864
94,2013,13784179
94,2014,13657668
94,2015,13697260
94,2016,12104565
94,2017,10218787
95,1991,642919
95,1992,654092
95,1993,570617
95,1994,609963
95,1995,640685
95,1996,639746
95,1997,873267
95,1998,1071960
95,1999,1231543
95,2000,1481350
95,2001,1575840
95,2002,1636731
95,2003,1575789
95,2004,1542401
95,2005,2144892
95,2006,3023624
95,2007,3380951
95,2008,3871376
95,2009,4434385
95,2010,3716268
95,2011,3649263
95,2012,3895345
95,2013,4224031
95,2014,4285280
95,2015,4113717
95,2016,3944252
95,2017,3621016
96,1991,46101615
96,1992,43178989
96,1993,45671972
96,1994,38876939
96,1995,39387474
96,1996,42842711
96,1997,46180701
96,1998,46456801
96,1999,47986418
96,2000,47654687
96,2001,48063338
96,2002,45621606
96,2003,39774627
96,2004,33372086
96,2005,30783734
96,2006,31674070
96,2007,32129802
96,2008,33388223
96,2009,34778402
96,2010,32210839
96,2011,31652434
96,2012,32338378
96,2013,32745967
96,2014,32858645
96,2015,33040872
96,2016,32624190
96,2017,29464079
97,1991,28672469
97,1992,27689248
97,1993,25806479
97,1994,24989892
97,1995,23764650
97,1996,26239055
97,1997,25996644
97,1998,28566152
97,1999,26172056
97,2000,26400888
97,2001,24813422
97,2002,24347719
97,2003,23872078
97,2004,23052379
97,2005,25900339
97,2006,25294117
97,2007,25897388
97,2008,25833969
97,2009,22886445
97,2010,18821828
97,2011,18784769
97,2012,17390349
97,2013,16769004
97,2014,16426147
97,2015,15964372
97,2016,15013274
97,2017,14265533
98,1991,4514590
98,1992,4466149
98,1993,4044986
98,1994,4044986
98,1995,4044986
98,1996,3664395
98,1997,3669572
98,1998,3701486
98,1999,3835418
98,2000,4563653
98,2001,4452147
98,2002,4244921
98,2003,3786547
98,2004,3634510
98,2005,3693986
98,2006,3542558
98,2007,3624119
98,2008,3721413
98,2009,3757898
98,2010,3500224
98,2011,3609996
98,2012,3641899
98,2013,3897168
98,2014,4068224
98,2015,4083174
98,2016,4064214
98,2017,3801439
99,1991,18085128
99,1992,15620563
99,1993,15168966
99,1994,14676742
99,1995,14218742
99,1996,14154140
99,1997,14336528
99,1998,14790681
99,1999,15144916
99,2000,14738506
99,2001,15134556
99,2002,14309125
99,2003,13116956
99,2004,12936145
99,2005,13615226
99,2006,14283676
99,2007,14871717
99,2008,16616600
99,2009,15004166
99,2010,14610848
99,2011,15414499
99,2012,15988034
99,2013,15707806
99,2014,15851447
99,2015,14966807
99,2016,13765504
99,2017,13129186
100,1991,290955
100,1992,253402
100,1993,197104
100,1994,187452
100,1995,187452
100,1996,214045
100,1997,225360
100,1998,244940
100,1999,230360
100,2000,279622
100,2001,317160
100,2002,305167
100,2003,316799
100,2004,260483
100,2005,305779
100,2006,295540
100,2007,388395
100,2008,525006
100,2009,470195
100,2010,491014
100,2011,732818
100,2012,806043
100,2013,906296
100,2014,950231
100,2015,916441
100,2016,882990
100,2017,880262
101,1991,9641663
101,1992,9726163
101,1993,10749669
101,1994,11936821
101,1995,13452303
101,1996,14991269
101,1997,17115679
101,1998,18594142
101,1999,19833211
101,2000,20735614
101,2001,21289997
101,2002,20546821
101,2003,21894985
101,2004,22677846
101,2005,24059369
101,2006,24624906
101,2007,25322312
101,2008,26427067
101,2009,23747795
101,2010,24780704
101,2011,26996158
101,2012,28184740
101,2013,28836271
101,2014,29033819
101,2015,28509433
101,2016,26431177
101,2017,24999275
102,1991,0
102,1992,0
102,1993,0
102,1994,0
102,1995,0
102,1996,0
102,1997,0
102,1998,0
102,1999,0
102,2000,0
102,2001,0
102,2002,0
102,2003,0
102,2004,0
102,2005,0
102,2006,0
102,2007,0
102,2008,0
102,2009,0
102,2010,0
102,2011,0
102,2012,0
102,2013,0
102,2014,0
102,2015,0
102,2016,0
102,2017,0
103,1991,11628362
103,1992,11547237
103,1993,11029417
103,1994,11326460
103,1995,10774116
103,1996,11940098
103,1997,9526079
103,1998,10130503
103,1999,11007364
103,2000,11462255
103,2001,10407773
103,2002,9932424
103,2003,11015152
103,2004,8966144
103,2005,8486044
103,2006,9694417
103,2007,9105201
103,2008,9589851
103,2009,8199806
103,2010,8527866
103,2011,9254935
103,2012,9981918
103,2013,10253946
103,2014,10292609
103,2015,9666605
103,2016,9193293
103,2017,8754767
104,1991,0
104,1992,0
104,1993,0
104,1994,0
104,1995,0
104,1996,0
104,1997,0
104,1998,0
104,1999,0
104,2000,0
104,2001,0
104,2002,0
104,2003,0
104,2004,0
104,2005,0
104,2006,0
104,2007,0
104,2008,0
104,2009,0
104,2010,0
104,2011,0
104,2012,9455
104,2013,9119
104,2014,26340
104,2015,27909
104,2016,42838
104,2017,43284
105,1991,0
105,1992,0
105,1993,0
105,1994,0
105,1995,0
105,1996,0
105,1997,0
105,1998,0
105,1999,0
105,2000,18221928
105,2001,15649823
105,2002,16739440
105,2003,16605754
105,2004,19198721
105,2005,22971500
105,2006,20467489
105,2007,23029163
105,2008,25281147
105,2009,15194997
105,2010,15048107
105,2011,15724596
105,2012,16166475
105,2013,16217920
105,2014,15026924
105,2015,14218168
105,2016,13241512
105,2017,12586719
106,1991,0
106,1992,0
106,1993,0
106,1994,0
106,1995,0
106,1996,0
106,1997,0
106,1998,0
106,1999,0
106,2000,0
106,2001,0
106,2002,0
106,2003,0
106,2004,0
106,2005,0
106,2006,0
106,2007,0
106,2008,0
106,2009,0
106,2010,0
106,2011,0
106,2012,0
106,2013,0
106,2014,0
106,2015,77631
106,2016,101616
106,2017,113084
107,1991,55944403
107,1992,57912749
107,1993,54302136
107,1994,56019249
107,1995,56496798
107,1996,59988056
107,1997,69285668
107,1998,71151767
107,1999,68825977
107,2000,70547811
107,2001,70137720
107,2002,62940205
107,2003,57112663
107,2004,53742766
107,2005,50434805
107,2006,47905017
107,2007,45484084
107,2008,50689603
107,2009,46767776
107,2010,42190927
107,2011,44011757
107,2012,45217284
107,2013,42136343
107,2014,41014263
107,2015,39313139
107,2016,40256308
107,2017,34606043
108,1991,533917
108,1992,572953
108,1993,588238
108,1994,628134
108,1995,698366
108,1996,665966
108,1997,727478
108,1998,720527
108,1999,699758
108,2000,739367
108,2001,860106
108,2002,903557
108,2003,1448777
108,2004,1400059
108,2005,1440078
108,2006,1532467
108,2007,1584449
108,2008,1651101
108,2009,1430430
108,2010,1404489
108,2011,1473952
108,2012,1495278
108,2013,1420754
108,2014,1354025
108,2015,1297713
108,2016,1248418
108,2017,1193296
109,1991,17538350
109,1992,18068524
109,1993,16606796
109,1994,18023895
109,1995,17532795
109,1996,17553264
109,1997,17762583
109,1998,18326115
109,1999,18790187
109,2000,18727260
109,2001,18388361
109,2002,16193336
109,2003,15626090
109,2004,14543962
109,2005,14625379
109,2006,14841320
109,2007,14787666
109,2008,16445821
109,2009,17208787
109,2010,17034878
109,2011,18764047
109,2012,18423352
109,2013,18472039
109,2014,19041382
109,2015,18920014
109,2016,18549436
109,2017,18401546
110,1991,0
110,1992,0
110,1993,0
110,1994,0
110,1995,0
110,1996,0
110,1997,0
110,1998,0
110,1999,0
110,2000,0
110,2001,0
110,2002,0
110,2003,0
110,2004,0
110,2005,0
110,2006,0
110,2007,0
110,2008,0
110,2009,0
110,2010,0
110,2011,0
110,2012,22276
110,2013,37341
110,2014,56506
110,2015,66846
110,2016,66458
110,2017,61676
111,1991,26746105
111,1992,25193727
111,1993,25503355
111,1994,25860862
111,1995,27323987
111,1996,0
111,1997,32043442
111,1998,29514261
111,1999,35727203
111,2000,37506289
111,2001,33360027
111,2002,34922431
111,2003,36593267
111,2004,35062631
111,2005,32476217
111,2006,34464085
111,2007,33040661
111,2008,36339090
111,2009,38417485
111,2010,34814353
111,2011,33486970
111,2012,34148030
111,2013,34735484
111,2014,32547731
111,2015,32846628
111,2016,29127540
111,2017,27824443
112,1991,0
112,1992,0
112,1993,0
112,1994,0
112,1995,0
112,1996,0
112,1997,0
112,1998,0
112,1999,0
112,2000,0
112,2001,0
112,2002,0
112,2003,0
112,2004,0
112,2005,0
112,2006,0
112,2007,0
112,2008,0
112,2009,0
112,2010,0
112,2011,0
112,2012,0
112,2013,0
112,2014,0
112,2015,0
112,2016,0
112,2017,6199
113,1991,11127876
113,1992,10706644
113,1993,10999851
113,1994,11870727
113,1995,11797948
113,1996,11512975
113,1997,11438375
113,1998,11630697
113,1999,12849443
113,2000,12941217
113,2001,14900895
113,2002,16028262
113,2003,18389837
113,2004,18423504
113,2005,16982353
113,2006,20407190
113,2007,19851092
113,2008,19896809
113,2009,21539450
113,2010,20361037
113,2011,21767980
113,2012,22870411
113,2013,23298345
113,2014,23887182
113,2015,21654522
113,2016,20355032
113,2017,19352855
114,1991,0
114,1992,0
114,1993,0
114,1994,0
114,1995,0
114,1996,0
114,1997,0
114,1998,0
114,1999,0
114,2000,0
114,2001,0
114,2002,0
114,2003,0
114,2004,0
114,2005,0
114,2006,0
114,2007,7561
114,2008,8257
114,2009,20032
114,2010,18708
114,2011,13954
114,2012,7704
114,2013,1857
114,2014,5877
114,2015,7202
114,2016,7611
114,2017,39848
115,1991,16255089
115,1992,14371351
115,1993,14442057
115,1994,14432662
115,1995,14903166
115,1996,14691908
115,1997,15600628
115,1998,13923624
115,1999,15084468
115,2000,15931860
115,2001,14220775
115,2002,14092820
115,2003,16265825
115,2004,16439168
115,2005,18612675
115,2006,19382981
115,2007,20621005
115,2008,21061741
115,2009,19819547
115,2010,19543988
115,2011,19463820
115,2012,19762912
115,2013,19785010
115,2014,19780040
115,2015,18074129
115,2016,17813105
115,2017,16239062
116,1991,619748
116,1992,627637
116,1993,827544
116,1994,976889
116,1995,1153842
116,1996,1110752
116,1997,1134515
116,1998,1018440
116,1999,931302
116,2000,921342
116,2001,919909
116,2002,827803
116,2003,738169
116,2004,746201
116,2005,695352
116,2006,677624
116,2007,717823
116,2008,746342
116,2009,707463
116,2010,754517
116,2011,837106
116,2012,908908
116,2013,934981
116,2014,937971
116,2015,904686
116,2016,852744
116,2017,764345
117,1991,9403987
117,1992,9585118
117,1993,9621911
117,1994,9356736
117,1995,8845376
117,1996,8366290
117,1997,8482710
117,1998,8491986
117,1999,8429728
117,2000,8173304
117,2001,8011375
117,2002,8024989
117,2003,8484871
117,2004,8934824
117,2005,9765763
117,2006,10489396
117,2007,10171201
117,2008,10290987
117,2009,10253890
117,2010,10757456
117,2011,11752473
117,2012,11500899
117,2013,11220230
117,2014,11037817
117,2015,11634258
117,2016,11508138
117,2017,10794798
118,1991,0
118,1992,0
118,1993,0
118,1994,0
118,1995,0
118,1996,0
118,1997,0
118,1998,0
118,1999,0
118,2000,0
118,2001,0
118,2002,0
118,2003,0
118,2004,0
118,2005,0
118,2006,0
118,2007,0
118,2008,72401
118,2009,5787
118,2010,24398
118,2011,38454
118,2012,48530
118,2013,50805
118,2014,59584
118,2015,54362
118,2016,51887
118,2017,42842
119,1991,13425306
119,1992,13183777
119,1993,12652539
119,1994,12115265
119,1995,13879445
119,1996,11255111
119,1997,11561397
119,1998,10592874
119,1999,10491618
119,2000,10395874
119,2001,10668459
119,2002,10675294
119,2003,10692573
119,2004,11452178
119,2005,10882883
119,2006,10519005
119,2007,10452407
119,2008,10245458
119,2009,10358212
119,2010,10114033
119,2011,9287206
119,2012,8404564
119,2013,8739627
119,2014,8007888
119,2015,7864427
119,2016,7556637
119,2017,7040046
120,1991,0
120,1992,0
120,1993,0
120,1994,0
120,1995,0
120,1996,0
120,1997,0
120,1998,0
120,1999,0
120,2000,0
120,2001,0
120,2002,0
120,2003,0
120,2004,0
120,2005,0
120,2006,0
120,2007,0
120,2008,0
120,2009,0
120,2010,0
120,2011,0
120,2012,0
120,2013,0
120,2014,0
120,2015,0
120,2016,0
120,2017,0
121,1991,24300275
121,1992,27038915
121,1993,24806901
121,1994,24343063
121,1995,24492416
121,1996,23838374
121,1997,24294763
121,1998,24044494
121,1999,22342518
121,2000,17745156
121,2001,19018591
121,2002,17547836
121,2003,20665353
121,2004,15265982
121,2005,22364690
121,2006,21598392
121,2007,23279164
121,2008,23395624
121,2009,20657019
121,2010,21716864
121,2011,21560358
121,2012,21198533
121,2013,19695711
121,2014,20165174
121,2015,20560068
121,2016,20033242
121,2017,19749855
122,1991,22665913
122,1992,24700229
122,1993,21915576
122,1994,24911939
122,1995,19541333
122,1996,17591265
122,1997,16014201
122,1998,16511619
122,1999,16996108
122,2000,15545827
122,2001,16162711
122,2002,14647560
122,2003,12900738
122,2004,15171361
122,2005,15038337
122,2006,14669924
122,2007,15287627
122,2008,15175774
122,2009,15520760
122,2010,15788409
122,2011,14681187
122,2012,16718127
122,2013,16381133
122,2014,14517798
122,2015,14130368
122,2016,13519677
122,2017,12488562
123,1991,0
123,1992,0
123,1993,0
123,1994,0
123,1995,0
123,1996,0
123,1997,0
123,1998,0
123,1999,0
123,2000,0
123,2001,0
123,2002,0
123,2003,0
123,2004,0
123,2005,0
123,2006,0
123,2007,0
123,2008,0
123,2009,0
123,2010,0
123,2011,0
123,2012,0
123,2013,0
123,2014,24048
123,2015,19050
123,2016,15894
123,2017,16198
124,1991,7941008
124,1992,8162197
124,1993,6358466
124,1994,6938847
124,1995,6603406
124,1996,7762912
124,1997,6789048
