taname,msaid,year,upt,bus_upt,rail_upt,vrm,bus_vrm,rail_vrm,minimum_headways,avg_speed,bus_speed,rail_speed,operating_expenses_total,fare_revenue,avg_fare,bus_avg_fare,rail_avg_fare,farebox_recovery,bus_recovery,rail_recovery,miles_between_failures,state_gas_price_per_gal,trips_per_capita,upt_per_vrm,bus_vrm_per_ride,rail_vrm_per_ride,avg_trip_length_mi
MAX Transit,13820,2010,2562785.0,2446464.0,,3405257.0,2409192.0,,38.51111274576902,12.498741044162555,11.778125427772455,,23528427.0,2115392.0,0.9492410795287157,0.9158214876654632,,0.08990792287134197,0.10042894167907629,,3508.718511450382,3.1542232857142856,5.668737046302625,0.7525966468903815,1.0154707470388413,,5.3075088234089085
MAX Transit,13820,2011,2546602.0,2430135.0,,3772957.0,2661618.0,,36.65864387004676,13.123374342171624,12.260774631018407,,23607398.0,2152962.0,0.946876441626921,0.9264245155104552,,0.09119861494265484,0.1021658506516388,,4617.353741496599,3.899817600000001,5.632941155652291,0.6749618402754126,0.9130292175661572,,5.740680326175822
MAX Transit,13820,2012,2855602.0,2734046.0,,3778993.0,2718346.0,,37.545894098963245,12.79115415078629,12.152182465175331,,26450188.0,2373966.0,0.9061567193187287,0.8820726425232056,,0.08975232992672869,0.09923472046826726,,5190.607323232323,3.853665414285715,3.8100347567362025,0.7556515717282355,1.0057755708802338,,5.7382366310151065
MAX Transit,13820,2013,3257575.0,3144561.0,,3839738.0,2718346.0,,36.82690070066062,13.124078859220978,12.509472947911442,,25461973.0,2952776.0,0.9789484754763897,0.9607029280080749,,0.11596807521553809,0.13136992526430263,,4242.654382470119,3.700887942857143,7.205573656631077,0.848384707498272,1.1567920345680793,,5.4794391533579425
MAX Transit,13820,2014,3343699.0,3227622.0,,3968768.0,2756792.0,,38.846221631834695,13.008558158439014,12.178687235490056,,25303729.0,2505384.0,0.7942422568538616,0.7703388129093185,,0.09901244200014947,0.11238723006042714,,8761.243460764588,3.463064419047619,7.396075126467902,0.8425030135296394,1.1707890910884826,,5.940805676587516
MAX Transit,13820,2015,3260851.0,3149944.0,,3806929.0,2680226.0,,36.13559733300906,13.518972013394935,12.224408443252512,,27670168.0,2322394.0,0.7549371743756461,0.7237603398663596,,0.08393132994349727,0.09257914186779956,,6359.337920489296,2.4309494857142857,7.364095626959106,0.8565568204713038,1.1752531316388992,,5.3676356264055
MAX Transit,13820,2016,3093510.0,2981571.0,,3893542.0,2924371.0,,25.692259130632205,13.603319125148488,12.569560078227418,,35017867.0,2262039.0,0.7677818885343832,0.7290714358303055,,0.06459671001663236,0.07066606322615232,,3240.9298113207547,2.16046125,6.98618350331072,0.7945233414715958,1.019559761740217,,5.23530423370217
MAX Transit,13820,2017,2800117.0,2697933.0,,3742361.0,2820144.0,,27.59683117689608,13.540685073757412,12.612112376233195,,35264583.0,2082753.0,0.7586854620717635,0.7152551453279233,,0.05906075792814564,0.06332063377097344,,4796.896270396271,,6.323603671150216,0.7482220448535029,0.9566649788095927,,5.2876251242358805
MAX Transit,13820,2018,3342991.0,3229051.0,,3774904.0,2819399.0,,27.58103517334481,13.770990806945862,13.06341741418934,,32414884.0,2073402.0,0.6202236260881349,0.5875125539980632,,0.06396450470098859,0.0695859789263689,,11497.540389972144,,7.549595306275463,0.8855830505888361,1.1452976325805606,,5.995205491130547
RPCGB,13820,2006,,,,,,,,,,,,,,,,,,,,3.1754375,,,,,
RPCGB,13820,2007,,,,,,,,,,,,,,,,,,,,3.3283712,,,,,
RPCGB,13820,2008,112102.0,,,651564.0,,,,42.011993036301504,,,473644.0,177900.0,1.8567286935112663,,,0.37559855081031324,,,,3.8230022999999993,,0.17205063508726695,,,39.64012238853901
RPCGB,13820,2009,105955.0,,,710505.0,,,,49.197133361030325,,,407727.0,165700.0,1.8297296021896088,,,0.4063993799772887,,,,2.6720460000000004,,0.1491263256416211,,,46.456920390731916
RPCGB,13820,2010,97658.0,,,680024.0,,,,49.095660963107356,,,414085.0,100698.0,1.1857983984926987,,,0.24318195539563134,,,340012.0,3.1542232857142856,,0.14360963730691859,,,46.29559278297733
RPCGB,13820,2011,91251.0,,,670243.0,,,,49.7471238773844,,,414295.0,159731.0,1.9605124327404633,,,0.3855489445926212,,,335121.5,3.899817600000001,,0.1361461440104559,,,48.25158080459392
RPCGB,13820,2012,94668.0,,,706483.0,,,,46.93615466383205,,,459785.0,149801.0,1.7247970803228125,,,0.32580662701045054,,,176620.75,3.853665414285715,,0.13399897803627264,,,47.35849495077534
RPCGB,13820,2013,97228.0,,,825727.0,,,,47.103650884198515,,,585228.0,347780.0,3.8631093923561117,,,0.5942641158659531,,,,3.700887942857143,,0.11774835993009797,,,48.700878347801044
RPCGB,13820,2014,96130.0,,,904357.0,,,,46.99911651595468,,,601452.0,492029.0,5.425473213356913,,,0.8180686073036585,,,,3.463064419047619,,0.10629651785743904,,,49.92353063559763
RPCGB,13820,2015,84860.0,,,867428.0,,,,48.44072150555649,,,360166.0,314074.0,3.9231491868960644,,,0.8720256770489163,,,867428.0,2.4309494857142857,,0.09782944521043821,,,52.85704690077775
RPCGB,13820,2016,83624.0,,,995877.0,,,,49.61770713965423,,,363924.0,343419.0,4.312039007940304,,,0.943655818247766,,,995877.0,2.16046125,,0.08397020917241788,,,53.28280158806084
RPCGB,13820,2017,71347.0,,,881479.0,,,,49.9619679192881,,,287550.0,317015.0,4.532149915203163,,,1.1024691358024692,,,,,,0.08094010180616895,,,54.43909344471386
RPCGB,13820,2018,75878.0,,,852316.0,,,,49.02312205222593,,,327495.0,310359.0,4.09023695932945,,,0.9476755370310997,,,,,,0.08902566653682437,,,54.97054482195102
RTS - Monroe County,40380,2006,12609640.0,12415288.0,,7147468.0,5631082.0,,18.374230578484205,13.708302886284347,12.628207744560038,,54025077.0,12158365.0,1.205264880678592,1.1964893605367835,,0.225050396503831,0.2478296309343424,,20467.149625935162,3.3411264880952385,18.159200684337712,1.764210766665902,2.2047784067076273,,3.4170235629248733
