GEOID,year,pop,foreign,ALAND,msaid,density
01007010001,2010,113.0,0.0,235687670,13820,0.47944807634612363
01007010001,2011,122,0,235687670,13820,0.5176342063205938
01007010001,2012,145.0,15.0,235687670,13820,0.6152209829220171
01007010001,2013,179.0,114.0,235687670,13820,0.7594796961589039
01007010001,2014,177.0,106.0,235687670,13820,0.7509938894979105
01007010001,2015,192.0,72.0,235687670,13820,0.8146374394553605
01007010002,2010,545.0,60.0,180622268,13820,3.01734667621381
01007010002,2011,557,106,180622268,13820,3.08378366724971
01007010002,2012,583.0,162.0,180622268,13820,3.227730481160828
01007010002,2013,591.0,146.0,180622268,13820,3.272021808518095
01007010002,2014,639.0,173.0,180622268,13820,3.5377697726616963
01007010002,2015,659.0,148.0,180622268,13820,3.6484980910548637
01007010003,2010,249.0,93.0,691663000,13820,0.360001908443852
01007010003,2011,254,174,691663000,13820,0.36723086242866826
01007010003,2012,286.0,99.0,691663000,13820,0.41349616793149263
01007010003,2013,288.0,0.0,691663000,13820,0.4163877495254192
01007010003,2014,313.0,0.0,691663000,13820,0.45253251944950074
01007010003,2015,322.0,0.0,691663000,13820,0.46554463662217005
01007010004,2010,347.0,0.0,504192825,13820,0.6882287545444543
01007010004,2011,425,11,504192825,13820,0.8429314717043028
01007010004,2012,493.0,9.0,504192825,13820,0.9778005071769914
01007010004,2013,517.0,8.0,504192825,13820,1.0254013432261755
01007010004,2014,558.0,20.0,504192825,13820,1.1067194381435317
01007010004,2015,600.0,31.0,504192825,13820,1.190020901229604
01009050101,2010,538.0,649.0,215161720,13820,2.500444781720466
01009050101,2011,578,564,215161720,13820,2.6863514569413183
01009050101,2012,609.0,579.0,215161720,13820,2.8304291302374787
01009050101,2013,592.0,492.0,215161720,13820,2.7514187932686167
01009050101,2014,620.0,453.0,215161720,13820,2.8815534659232136
01009050101,2015,625.0,527.0,215161720,13820,2.90479180032582
01009050102,2010,545.0,680.0,184791768,13820,2.9492655755098354
01009050102,2011,602,684,184791768,13820,3.2577208742328825
01009050102,2012,591.0,589.0,184791768,13820,3.1981944130758033
01009050102,2013,589.0,777.0,184791768,13820,3.1873714201381524
01009050102,2014,570.0,791.0,184791768,13820,3.08455298723047
01009050102,2015,562.0,741.0,184791768,13820,3.041261015479867
01009050200,2010,451.0,295.0,116476801,13820,3.8720156814746316
01009050200,2011,482,334,116476801,13820,4.138163100822111
01009050200,2012,469.0,262.0,116476801,13820,4.026552892708652
01009050200,2013,499.0,296.0,116476801,13820,4.284114911432019
01009050200,2014,504.0,249.0,116476801,13820,4.327041914552581
01009050200,2015,495.0,221.0,116476801,13820,4.249773308935571
01009050300,2010,528.0,323.0,189897979,13820,2.780440333174899
01009050300,2011,605,336,189897979,13820,3.1859212150962386
01009050300,2012,636.0,434.0,189897979,13820,3.3491667649606742
01009050300,2013,653.0,409.0,189897979,13820,3.4386885181121385
01009050300,2014,701.0,237.0,189897979,13820,3.691455821128039
01009050300,2015,728.0,254.0,189897979,13820,3.833637429074482
01009050400,2010,315.0,190.0,245105145,13820,1.2851627410758757
01009050400,2011,307,169,245105145,13820,1.2525236873342662
01009050400,2012,364.0,182.0,245105145,13820,1.4850769452432342
01009050400,2013,365.0,103.0,245105145,13820,1.4891568269609354
01009050400,2014,367.0,105.0,245105145,13820,1.497316590396338
01009050400,2015,368.0,126.0,245105145,13820,1.5013964721140391
01009050500,2010,696.0,358.0,249218476,13820,2.792730343154815
01009050500,2011,683,337,249218476,13820,2.7405672764004865
01009050500,2012,652.0,451.0,249218476,13820,2.6161784249093953
01009050500,2013,652.0,222.0,249218476,13820,2.6161784249093953
01009050500,2014,700.0,383.0,249218476,13820,2.808780517540762
01009050500,2015,744.0,362.0,249218476,13820,2.9853324357861815
01009050601,2010,173.0,0.0,83839415,13820,2.063468596482931
01009050601,2011,160,0,83839415,13820,1.9084102626431734
01009050601,2012,193.0,22.0,83839415,13820,2.3020198793133275
01009050601,2013,220.0,29.0,83839415,13820,2.624064111134363
01009050601,2014,271.0,28.0,83839415,13820,3.232369882351875
01009050601,2015,294.0,30.0,83839415,13820,3.5067038576068312
01009050602,2010,551.0,69.0,181871538,13820,3.029610933405094
01009050602,2011,533,40,181871538,13820,2.930639977322895
01009050602,2012,555.0,46.0,181871538,13820,3.051604479201138
01009050602,2013,631.0,54.0,181871538,13820,3.4694818493259785
01009050602,2014,662.0,98.0,181871538,13820,3.639931829245321
01009050602,2015,655.0,71.0,181871538,13820,3.601443124102244
01009050700,2010,730.0,111.0,203716623,13820,3.583409096664635
01009050700,2011,727,126,203716623,13820,3.568682757911219
01009050700,2012,727.0,140.0,203716623,13820,3.568682757911219
01009050700,2013,687.0,119.0,203716623,13820,3.3723315745323346
01009050700,2014,711.0,38.0,203716623,13820,3.4901422845596652
01009050700,2015,699.0,61.0,203716623,13820,3.431236929546
01021060101,2010,263.0,207.0,55899113,13820,4.704904709310862
01021060101,2011,279,153,55899113,13820,4.991134653603538
01021060101,2012,294.0,170.0,55899113,13820,5.259475226377922
01021060101,2013,304.0,241.0,55899113,13820,5.438368941560843
01021060101,2014,292.0,179.0,55899113,13820,5.223696483341337
01021060101,2015,277.0,118.0,55899113,13820,4.955355910566953
01021060102,2010,348.0,179.0,64410621,13820,5.402835659665508
01021060102,2011,376,218,64410621,13820,5.837546574811008
01021060102,2012,345.0,194.0,64410621,13820,5.356259490185632
01021060102,2013,329.0,237.0,64410621,13820,5.107853252959632
01021060102,2014,327.0,329.0,64410621,13820,5.076802473306382
01021060102,2015,327.0,410.0,64410621,13820,5.076802473306382
01021060200,2010,201.0,0.0,98562629,13820,2.0393124862771264
01021060200,2011,199,0,98562629,13820,2.0190208197470056
01021060200,2012,209.0,0.0,98562629,13820,2.120479152397609
01021060200,2013,214.0,27.0,98562629,13820,2.1712083187229108
01021060200,2014,223.0,20.0,98562629,13820,2.2625208181084537
01021060200,2015,231.0,30.0,98562629,13820,2.3436874842289366
01021060300,2010,272.0,126.0,272143792,13820,0.9994716322612276
01021060300,2011,265,129,272143792,13820,0.97374993584274
01021060300,2012,279.0,196.0,272143792,13820,1.025193328679715
01021060300,2013,279.0,128.0,272143792,13820,1.025193328679715
01021060300,2014,286.0,121.0,272143792,13820,1.0509150250982024
01021060300,2015,289.0,147.0,272143792,13820,1.0619386092775542
01021060401,2010,683.0,402.0,91217040,13820,7.487636082030288
01021060401,2011,696,544,91217040,13820,7.630153313459853
01021060401,2012,696.0,491.0,91217040,13820,7.630153313459853
01021060401,2013,703.0,418.0,91217040,13820,7.706893361152697
01021060401,2014,693.0,516.0,91217040,13820,7.597264721591492
01021060401,2015,706.0,407.0,91217040,13820,7.739781953021058
01021060402,2010,565.0,513.0,243990814,13820,2.3156609494323015
01021060402,2011,535,503,243990814,13820,2.192705500789878
01021060402,2012,514.0,622.0,243990814,13820,2.106636686740182
01021060402,2013,536.0,701.0,243990814,13820,2.1968040157446254
01021060402,2014,488.0,838.0,243990814,13820,2.0000752979167484
01021060402,2015,512.0,869.0,243990814,13820,2.098439656830687
01021060500,2010,303.0,67.0,451111255,13820,0.6716746626062344
01021060500,2011,319,76,451111255,13820,0.7071426315887419
01021060500,2012,326.0,60.0,451111255,13820,0.7226598680185888
01021060500,2013,355.0,56.0,451111255,13820,0.7869455617993836
01021060500,2014,376.0,0.0,451111255,13820,0.8334972710889246
01021060500,2015,395.0,0.0,451111255,13820,0.8756154842556522
01021060600,2010,226.0,66.0,260736774,13820,0.8667745501829366
01021060600,2011,243,81,260736774,13820,0.9319744057276708
01021060600,2012,257.0,99.0,260736774,13820,0.9856684044115696
01021060600,2013,246.0,159.0,260736774,13820,0.9434802625885063
01021060600,2014,249.0,163.0,260736774,13820,0.9549861194493415
01021060600,2015,238.0,169.0,260736774,13820,0.9127979776262785
01021060700,2010,288.0,148.0,256406867,13820,1.1232148474401038
01021060700,2011,281,198,256406867,13820,1.0959144865648236
01021060700,2012,280.0,209.0,256406867,13820,1.092014435011212
01021060700,2013,277.0,315.0,256406867,13820,1.0803142803503778
01021060700,2014,256.0,183.0,256406867,13820,0.9984131977245367
01021060700,2015,234.0,183.0,256406867,13820,0.9126120635450844
01073000100,2010,220.0,73.0,7549578,13820,29.140701639217447
01073000100,2011,263,14,7549578,13820,34.83638423233723
01073000100,2012,247.0,56.0,7549578,13820,32.71706047675777
01073000100,2013,240.0,56.0,7549578,13820,31.789856333691766
01073000100,2014,245.0,91.0,7549578,13820,32.45214500731034
01073000100,2015,260.0,128.0,7549578,13820,34.43901102816608
01073000300,2010,130.0,332.0,2090371,13820,62.189917483547184
01073000300,2011,129,175,2090371,13820,61.71153350290451
01073000300,2012,159.0,446.0,2090371,13820,76.06305292218462
01073000300,2013,153.0,441.0,2090371,13820,73.19274903832861
01073000300,2014,155.0,412.0,2090371,13820,74.14951699961395
01073000300,2015,154.0,430.0,2090371,13820,73.67113301897128
01073000400,2010,280.0,81.0,8000245,13820,34.99892815782517
01073000400,2011,285,18,8000245,13820,35.62390901778633
01073000400,2012,280.0,16.0,8000245,13820,34.99892815782517
01073000400,2013,277.0,18.0,8000245,13820,34.62393964184847
01073000400,2014,267.0,16.0,8000245,13820,33.37397792192614
01073000400,2015,230.0,0.0,8000245,13820,28.749119558213533
01073000500,2010,212.0,0.0,4819145,13820,43.99120590893198
01073000500,2011,245,3,4819145,13820,50.83889362117139
01073000500,2012,237.0,2.0,4819145,13820,49.178848115173956
01073000500,2013,255.0,3.0,4819145,13820,52.91395050366818
01073000500,2014,257.0,0.0,4819145,13820,53.32896188016754
01073000500,2015,248.0,0.0,4819145,13820,51.46141068592043
01073000700,2010,160.0,0.0,3520564,13820,45.44726356345176
01073000700,2011,166,0,3520564,13820,47.15153594708121
01073000700,2012,198.0,0.0,3520564,13820,56.24098865977156
01073000700,2013,207.0,0.0,3520564,13820,58.79739723521572
01073000700,2014,247.0,12.0,3520564,13820,70.15921312607867
01073000700,2015,277.0,10.0,3520564,13820,78.68057504422588
01073000800,2010,226.0,108.0,9988317,13820,22.62643446338357
01073000800,2011,241,31,9988317,13820,24.128188963165666
01073000800,2012,281.0,29.0,9988317,13820,28.132867629251255
01073000800,2013,282.0,50.0,9988317,13820,28.232984595903396
01073000800,2014,279.0,57.0,9988317,13820,27.932633695946972
01073000800,2015,256.0,128.0,9988317,13820,25.62994346294776
01073001100,2010,263.0,0.0,11393802,13820,23.08272515179744
01073001100,2011,251,24,11393802,13820,22.02952096236182
01073001100,2012,248.0,26.0,11393802,13820,21.76621991500291
01073001100,2013,212.0,28.0,11393802,13820,18.606607346696038
01073001100,2014,193.0,15.0,11393802,13820,16.939034046756298
01073001100,2015,181.0,22.0,11393802,13820,15.885829857320672
01073001200,2010,244.0,0.0,8548576,13820,28.542765485152145
01073001200,2011,252,132,8548576,13820,29.47859386171451
01073001200,2012,234.0,148.0,8548576,13820,27.37298001444919
01073001200,2013,229.0,228.0,8548576,13820,26.788087279097713
01073001200,2014,225.0,328.0,8548576,13820,26.32017309081653
01073001200,2015,214.0,311.0,8548576,13820,25.033409073043277
01073001400,2010,162.0,156.0,2241302,13820,72.27941616078512
01073001400,2011,170,155,2241302,13820,75.84877004526834
01073001400,2012,173.0,170.0,2241302,13820,77.18727775194954
01073001400,2013,184.0,180.0,2241302,13820,82.09513934311396
01073001400,2014,208.0,0.0,2241302,13820,92.8032009965636
01073001400,2015,217.0,61.0,2241302,13820,96.81872411660721
01073001500,2010,172.0,42.0,1903841,13820,90.34367891016109
01073001500,2011,175,25,1903841,13820,91.91944075161739
01073001500,2012,175.0,78.0,1903841,13820,91.91944075161739
01073001500,2013,188.0,58.0,1903841,13820,98.74774206459468
01073001500,2014,185.0,13.0,1903841,13820,97.17198022313839
01073001500,2015,176.0,59.0,1903841,13820,92.44469469876948
01073001600,2010,249.0,0.0,2645532,13820,94.12095563387629
01073001600,2011,265,96,2645532,13820,100.16888852601292
01073001600,2012,273.0,118.0,2645532,13820,103.19285497208124
01073001600,2013,270.0,111.0,2645532,13820,102.05886755480562
01073001600,2014,290.0,139.0,2645532,13820,109.6187836699764
01073001600,2015,271.0,127.0,2645532,13820,102.43686336056415
01073001902,2010,178.0,71.0,3341543,13820,53.26880426198316
01073001902,2011,211,86,3341543,13820,63.14448145662049
01073001902,2012,236.0,112.0,3341543,13820,70.6260550889215
01073001902,2013,229.0,45.0,3341543,13820,68.53121447187722
01073001902,2014,217.0,156.0,3341543,13820,64.94005912837272
01073001902,2015,238.0,137.0,3341543,13820,71.22458097950557
01073002000,2010,234.0,71.0,3605024,13820,64.90941530486344
01073002000,2011,274,93,3605024,13820,76.00504185270334
01073002000,2012,284.0,85.0,3605024,13820,78.7789484896633
01073002000,2013,283.0,0.0,3605024,13820,78.50155782596731
01073002000,2014,305.0,0.0,3605024,13820,84.60415242727926
01073002000,2015,304.0,0.0,3605024,13820,84.32676176358326
01073002100,2010,190.0,155.0,2746967,13820,69.16719421820503
01073002100,2011,202,138,2746967,13820,73.53564858988113
01073002100,2012,215.0,0.0,2746967,13820,78.26814082586357
01073002100,2013,206.0,0.0,2746967,13820,74.9918000471065
01073002100,2014,187.0,0.0,2746967,13820,68.075080625286
01073002100,2015,171.0,0.0,2746967,13820,62.25047479638452
01073002200,2010,174.0,0.0,1884666,13820,92.32405105201664
01073002200,2011,185,0,1884666,13820,98.16062899208666
01073002200,2012,204.0,0.0,1884666,13820,108.24199088857124
01073002200,2013,229.0,13.0,1884666,13820,121.50694075236675
01073002200,2014,261.0,18.0,1884666,13820,138.48607657802495
01073002200,2015,261.0,16.0,1884666,13820,138.48607657802495
01073002303,2010,223.0,0.0,3207400,13820,69.52671946124586
01073002303,2011,217,0,3207400,13820,67.65604539502401
01073002303,2012,229.0,0.0,3207400,13820,71.39739352746773
01073002303,2013,230.0,0.0,3207400,13820,71.70917253850472
01073002303,2014,246.0,0.0,3207400,13820,76.69763671509634
01073002303,2015,231.0,0.0,3207400,13820,72.02095154954168
01073002305,2010,202.0,40.0,2148972,13820,93.99843273900265
01073002305,2011,211,35,2148972,13820,98.18648172242357
01073002305,2012,223.0,29.0,2148972,13820,103.77054703365144
01073002305,2013,238.0,25.0,2148972,13820,110.75062867268629
01073002305,2014,259.0,80.0,2148972,13820,120.52274296733508
01073002305,2015,261.0,73.0,2148972,13820,121.45342051920639
01073002306,2010,250.0,158.0,4736337,13820,52.78340624833072
01073002306,2011,279,239,4736337,13820,58.90628137313709
01073002306,2012,277.0,258.0,4736337,13820,58.484014123150445
01073002306,2013,307.0,304.0,4736337,13820,64.81802287295014
01073002306,2014,325.0,280.0,4736337,13820,68.61842812282994
01073002306,2015,322.0,214.0,4736337,13820,67.98502724784998
01073002400,2010,232.0,115.0,8336569,13820,27.82919448036716
01073002400,2011,257,156,8336569,13820,30.828030092475696
01073002400,2012,264.0,222.0,8336569,13820,31.66770406386608
01073002400,2013,258.0,193.0,8336569,13820,30.947983516960033
01073002400,2014,270.0,107.0,8336569,13820,32.38742461077213
01073002400,2015,278.0,115.0,8336569,13820,33.347052006646855
01073002700,2010,265.0,33.0,4459953,13820,59.41766650904169
01073002700,2011,302,63,4459953,13820,67.71371805936072
01073002700,2012,314.0,56.0,4459953,13820,70.4043293729777
01073002700,2013,339.0,72.0,4459953,13820,76.00976960967975
01073002700,2014,339.0,96.0,4459953,13820,76.00976960967975
01073002700,2015,350.0,122.0,4459953,13820,78.47616331382865
01073002900,2010,155.0,8.0,2334504,13820,66.39525997813668
01073002900,2011,138,25,2334504,13820,59.113199206341044
01073002900,2012,130.0,11.0,2334504,13820,55.68634707843722
01073002900,2013,126.0,12.0,2334504,13820,53.9729210144853
01073002900,2014,126.0,0.0,2334504,13820,53.9729210144853
01073002900,2015,118.0,0.0,2334504,13820,50.54606888658148
01073003001,2010,203.0,49.0,2440165,13820,83.19109568410333
01073003001,2011,270,137,2440165,13820,110.64825534338866
01073003001,2012,281.0,141.0,2440165,13820,115.15614722774895
01073003001,2013,278.0,113.0,2440165,13820,113.92672216837796
01073003001,2014,318.0,124.0,2440165,13820,130.31905629332445
01073003001,2015,332.0,140.0,2440165,13820,136.0563732370557
01073003002,2010,149.0,143.0,1778286,13820,83.78854694914092
01073003002,2011,184,138,1778286,13820,103.47042039356998
01073003002,2012,230.0,192.0,1778286,13820,129.3380254919625
01073003002,2013,248.0,71.0,1778286,13820,139.46013183481173
01073003002,2014,270.0,37.0,1778286,13820,151.83159514273856
01073003002,2015,279.0,0.0,1778286,13820,156.89264831416318
01073003100,2010,299.0,119.0,2247405,13820,133.04233104402633
01073003100,2011,256,75,2247405,13820,113.90915300090549
01073003100,2012,253.0,88.0,2247405,13820,112.57428011417613
01073003100,2013,229.0,14.0,2247405,13820,101.89529702034123
01073003100,2014,216.0,45.0,2247405,13820,96.11084784451401
01073003100,2015,216.0,62.0,2247405,13820,96.11084784451401
01073003200,2010,51.0,0.0,1158192,13820,44.0341497782751
01073003200,2011,54,0,1158192,13820,46.624393882879524
01073003200,2012,68.0,0.0,1158192,13820,58.71219970436681
01073003200,2013,88.0,0.0,1158192,13820,75.98049373506292
01073003200,2014,111.0,7.0,1158192,13820,95.83903187036346
01073003200,2015,124.0,8.0,1158192,13820,107.06342299031594
01073003300,2010,83.0,0.0,1996227,13820,41.578437722763994
01073003300,2011,83,0,1996227,13820,41.578437722763994
01073003300,2012,84.0,0.0,1996227,13820,42.079382755568375
01073003300,2013,79.0,0.0,1996227,13820,39.574657591546455
01073003300,2014,94.0,0.0,1996227,13820,47.088833083612236
01073003300,2015,97.0,0.0,1996227,13820,48.591668182025394
01073003400,2010,181.0,130.0,2048616,13820,88.3523315252834
01073003400,2011,227,148,2048616,13820,110.80651522784163
01073003400,2012,254.0,184.0,2048616,13820,123.98614479238665
01073003400,2013,269.0,0.0,2048616,13820,131.30816121713391
01073003400,2014,262.0,0.0,2048616,13820,127.89122021891852
01073003400,2015,259.0,0.0,2048616,13820,126.42681693396908
01073003500,2010,189.0,0.0,7394813,13820,25.55845563640352
01073003500,2011,182,0,7394813,13820,24.61184616838857
01073003500,2012,172.0,0.0,7394813,13820,23.25954692836722
01073003500,2013,176.0,0.0,7394813,13820,23.800466624375762
01073003500,2014,167.0,0.0,7394813,13820,22.583397308356545
01073003500,2015,165.0,0.0,7394813,13820,22.312937460352277
01073003600,2010,278.0,162.0,2318643,13820,119.89771603476689
01073003600,2011,288,31,2318643,13820,124.21058351803188
01073003600,2012,304.0,51.0,2318643,13820,131.11117149125587
01073003600,2013,323.0,26.0,2318643,13820,139.30561970945936
01073003600,2014,335.0,28.0,2318643,13820,144.48106068937736
01073003600,2015,355.0,69.0,2318643,13820,153.10679565590738
01073003700,2010,275.0,110.0,2416628,13820,113.79492416706255
01073003700,2011,270,67,2416628,13820,111.72592554584322
01073003700,2012,270.0,130.0,2416628,13820,111.72592554584322
01073003700,2013,291.0,96.0,2416628,13820,120.41571975496436
01073003700,2014,317.0,110.0,2416628,13820,131.1745125853048
01073003700,2015,352.0,119.0,2416628,13820,145.65750293384005
01073003802,2010,285.0,0.0,3245069,13820,87.82555933325301
01073003802,2011,263,0,3245069,13820,81.04604247244049
01073003802,2012,260.0,0.0,3245069,13820,80.1215629005115
01073003802,2013,245.0,0.0,3245069,13820,75.49916504086663
01073003802,2014,243.0,0.0,3245069,13820,74.8828453262473
01073003802,2015,216.0,0.0,3245069,13820,66.56252917888649
01073003803,2010,255.0,0.0,2707557,13820,94.18084273018074
01073003803,2011,242,0,2707557,13820,89.37946643413233
01073003803,2012,244.0,0.0,2707557,13820,90.11813971044747
01073003803,2013,237.0,11.0,2707557,13820,87.53278324334447
01073003803,2014,240.0,10.0,2707557,13820,88.64079315781719
01073003803,2015,246.0,10.0,2707557,13820,90.8568129867626
01073003900,2010,134.0,153.0,2232850,13820,60.012987885437894
01073003900,2011,148,188,2232850,13820,66.28300154511051
01073003900,2012,161.0,72.0,2232850,13820,72.10515708623508
01073003900,2013,159.0,42.0,2232850,13820,71.20944084913899
01073003900,2014,165.0,73.0,2232850,13820,73.89658956042724
01073003900,2015,173.0,66.0,2232850,13820,77.4794545088116
01073004000,2010,232.0,16.0,2358338,13820,98.3743636408352
01073004000,2011,233,0,2358338,13820,98.79839107032156
01073004000,2012,261.0,13.0,2358338,13820,110.6711590959396
01073004000,2013,264.0,30.0,2358338,13820,111.94324138439868
01073004000,2014,245.0,35.0,2358338,13820,103.88672022415786
01073004000,2015,251.0,61.0,2358338,13820,106.43088480107602
01073004200,2010,195.0,0.0,3056205,13820,63.80462043612912
01073004200,2011,212,5,3056205,13820,69.36707452543268
01073004200,2012,213.0,10.0,3056205,13820,69.69427770715643
01073004200,2013,205.0,10.0,3056205,13820,67.07665225336652
01073004200,2014,220.0,4.0,3056205,13820,71.9846999792226
01073004200,2015,207.0,8.0,3056205,13820,67.731058616814
01073004500,2010,187.0,310.0,3020204,13820,61.91634737256159
01073004500,2011,248,334,3020204,13820,82.11365854756832
01073004500,2012,291.0,378.0,3020204,13820,96.35110740863863
01073004500,2013,339.0,387.0,3020204,13820,112.24407357913572
01073004500,2014,352.0,327.0,3020204,13820,116.54841858364534
01073004500,2015,394.0,404.0,3020204,13820,130.4547639828303
01073004701,2010,194.0,400.0,1131577,13820,171.44215550510484
01073004701,2011,221,376,1131577,13820,195.30266168365034
01073004701,2012,191.0,444.0,1131577,13820,168.7909881519331
01073004701,2013,211.0,401.0,1131577,13820,186.46543717307793
01073004701,2014,216.0,446.0,1131577,13820,190.88404942836414
01073004701,2015,219.0,488.0,1131577,13820,193.53521678153587
01073004702,2010,249.0,209.0,2537862,13820,98.11408185315041
01073004702,2011,236,275,2537862,13820,92.99165990901002
01073004702,2012,253.0,148.0,2537862,13820,99.69021168211668
01073004702,2013,260.0,111.0,2537862,13820,102.44843888280765
01073004702,2014,263.0,121.0,2537862,13820,103.63053625453236
01073004702,2015,267.0,93.0,2537862,13820,105.20666608349863
01073004800,2010,159.0,40.0,1253859,13820,126.80851674709835
01073004800,2011,167,84,1253859,13820,133.1888194765121
01073004800,2012,173.0,76.0,1253859,13820,137.9740465235724
01073004800,2013,180.0,92.0,1253859,13820,143.55681141180946
01073004800,2014,180.0,80.0,1253859,13820,143.55681141180946
01073004800,2015,184.0,62.0,1253859,13820,146.74696277651634
01073004901,2010,56.0,123.0,964655,13820,58.05184236851517
01073004901,2011,51,142,964655,13820,52.8686421570406
01073004901,2012,77.0,198.0,964655,13820,79.82128325670836
01073004901,2013,111.0,116.0,964655,13820,115.06704469473542
01073004901,2014,131.0,132.0,964655,13820,135.7998455406337
01073004901,2015,163.0,158.0,964655,13820,168.97232689407093
01073004902,2010,167.0,436.0,1118365,13820,149.32513088303014
01073004902,2011,189,527,1118365,13820,168.9967050113335
01073004902,2012,191.0,513.0,1118365,13820,170.78502993208838
01073004902,2013,197.0,467.0,1118365,13820,176.15000469435293
01073004902,2014,216.0,431.0,1118365,13820,193.139091441524
01073004902,2015,223.0,371.0,1118365,13820,199.398228664166
01073005000,2010,242.0,1293.0,2422849,13820,99.88241116140544
01073005000,2011,234,1195,2422849,13820,96.5805132717722
01073005000,2012,242.0,1127.0,2422849,13820,99.88241116140544
01073005000,2013,253.0,1035.0,2422849,13820,104.42252075965114
01073005000,2014,270.0,819.0,2422849,13820,111.43905377512176
01073005000,2015,296.0,747.0,2422849,13820,122.1702219164298
01073005101,2010,91.0,0.0,743009,13820,122.47496329115799
01073005101,2011,115,0,743009,13820,154.77605251080405
01073005101,2012,134.0,17.0,743009,13820,180.34774814302386
01073005101,2013,165.0,17.0,743009,13820,222.06998838506667
01073005101,2014,178.0,21.0,743009,13820,239.56641171237493
01073005101,2015,202.0,106.0,743009,13820,271.867500932021
01073005103,2010,127.0,0.0,1738958,13820,73.0322411467097
01073005103,2011,112,0,1738958,13820,64.4063858931613
01073005103,2012,111.0,71.0,1738958,13820,63.83132887625809
01073005103,2013,133.0,132.0,1738958,13820,76.48258324812905
01073005103,2014,179.0,146.0,1738958,13820,102.93520602567745
01073005103,2015,185.0,124.0,1738958,13820,106.3855481270968
01073005104,2010,138.0,677.0,1811281,13820,76.1891721936022
01073005104,2011,130,656,1811281,13820,71.77240858817599
01073005104,2012,148.0,652.0,1811281,13820,81.71012670038498
01073005104,2013,176.0,704.0,1811281,13820,97.16879931937673
01073005104,2014,204.0,700.0,1811281,13820,112.62747193836847
01073005104,2015,226.0,539.0,1811281,13820,124.77357185329059
01073005200,2010,317.0,0.0,4595598,13820,68.97905343330726
01073005200,2011,311,0,4595598,13820,67.67345620744025
01073005200,2012,297.0,0.0,4595598,13820,64.62706268041721
01073005200,2013,276.0,0.0,4595598,13820,60.05747238988267
01073005200,2014,257.0,0.0,4595598,13820,55.92308117463712
01073005200,2015,248.0,0.0,4595598,13820,53.9646853358366
01073005302,2010,279.0,56.0,5025529,13820,55.516543631526154
01073005302,2011,271,0,5025529,13820,53.92467141270103
01073005302,2012,273.0,12.0,5025529,13820,54.322639467407306
01073005302,2013,268.0,13.0,5025529,13820,53.32771933064161
01073005302,2014,245.0,23.0,5025529,13820,48.751086701519384
01073005302,2015,239.0,39.0,5025529,13820,47.557182537400536
01073005500,2010,115.0,9.0,8684870,13820,13.241418697113486
01073005500,2011,142,0,8684870,13820,16.350273521653172
01073005500,2012,164.0,0.0,8684870,13820,18.883414489796625
01073005500,2013,189.0,12.0,8684870,13820,21.761983771777818
01073005500,2014,220.0,14.0,8684870,13820,25.331409681434494
01073005500,2015,234.0,12.0,8684870,13820,26.94340847934396
01073005600,2010,280.0,148.0,4328712,13820,64.68436800600271
01073005600,2011,303,227,4328712,13820,69.99772680649579
01073005600,2012,296.0,166.0,4328712,13820,68.38061760634572
01073005600,2013,290.0,132.0,4328712,13820,66.99452400621709
01073005600,2014,277.0,77.0,4328712,13820,63.9913212059384
01073005600,2015,260.0,86.0,4328712,13820,60.064056005573946
01073005701,2010,181.0,17.0,3264675,13820,55.44196589247015
01073005701,2011,182,15,3264675,13820,55.748275096295956
01073005701,2012,171.0,12.0,3264675,13820,52.37887385421214
01073005701,2013,166.0,12.0,3264675,13820,50.84732783508313
01073005701,2014,155.0,20.0,3264675,13820,47.4779265929993
01073005701,2015,141.0,18.0,3264675,13820,43.18959773943808
01073005702,2010,267.0,0.0,2791815,13820,95.63670945245298
01073005702,2011,253,0,2791815,13820,90.62205052985244
01073005702,2012,257.0,0.0,2791815,13820,92.05481022202402
01073005702,2013,273.0,12.0,2791815,13820,97.78584899071035
01073005702,2014,250.0,10.0,2791815,13820,89.54748076072376
01073005702,2015,224.0,12.0,2791815,13820,80.2345427616085
01073005800,2010,178.0,872.0,2563042,13820,69.44872538179243
01073005800,2011,198,791,2563042,13820,77.25195295278033
01073005800,2012,206.0,838.0,2563042,13820,80.37324398117549
01073005800,2013,197.0,592.0,2563042,13820,76.86179157423093
01073005800,2014,183.0,447.0,2563042,13820,71.3995322745394
01073005800,2015,162.0,298.0,2563042,13820,63.20614332500209
01073005903,2010,250.0,260.0,7957138,13820,31.418331565947458
01073005903,2011,243,0,7957138,13820,30.538618282100924
01073005903,2012,244.0,0.0,7957138,13820,30.664291608364717
01073005903,2013,240.0,161.0,7957138,13820,30.161598303309557
01073005903,2014,224.0,213.0,7957138,13820,28.15082508308892
01073005903,2015,234.0,255.0,7957138,13820,29.40755834572682
01073005905,2010,245.0,208.0,5486712,13820,44.65333700766506
01073005905,2011,238,25,5486712,13820,43.37752737887463
01073005905,2012,252.0,25.0,5486712,13820,45.92914663645549
01073005905,2013,229.0,25.0,5486712,13820,41.73720071328694
01073005905,2014,221.0,247.0,5486712,13820,40.27913256609787
01073005905,2015,230.0,231.0,5486712,13820,41.91945923168557
01073005907,2010,126.0,18.0,2171500,13820,58.02440709187198
01073005907,2011,141,24,2171500,13820,64.93207460280911
